film_title,year,genre,runtime_mins,avg_rating,num_ratings,num_reviews,country,language,letterboxd_url,date_scraped
The Rocky Horror Picture Show,1975,Horror|Comedy|Science Fiction,100,4.05,826514,250852,UK|USA,English|German|English,https://letterboxd.com/film/the-rocky-horror-picture-show/,2026-05-04
Longlegs,2024,Crime|Horror|Mystery,101,3.29,1778032,614483,Canada|USA,English,https://letterboxd.com/film/longlegs/,2026-05-04
Alien,1979,Horror|Science Fiction,117,4.25,1845190,313997,USA|UK,English|English|Spanish,https://letterboxd.com/film/alien/,2026-05-04
The Lighthouse,2019,Thriller|Fantasy|Horror|Drama,109,4.01,1509876,309100,Brazil|USA,English,https://letterboxd.com/film/the-lighthouse-2019/,2026-05-04
X,2022,Horror|Thriller,106,3.4,1681696,414893,USA,English,https://letterboxd.com/film/x-2022/,2026-05-04
Perfect Blue,1997,Thriller|Animation|Horror,82,4.38,1195033,301761,Japan,Japanese,https://letterboxd.com/film/perfect-blue/,2026-05-04
Companion,2025,Thriller|Science Fiction|Horror,97,3.37,1426459,513602,USA,English|Russian|German|Chinese|English|Spanish,https://letterboxd.com/film/companion-2025/,2026-05-04
Jaws,1975,Adventure|Thriller|Horror,124,3.92,1667682,263308,USA,English,https://letterboxd.com/film/jaws/,2026-05-04
Psycho,1960,Mystery|Thriller|Horror,109,4.31,1343764,202522,USA,English,https://letterboxd.com/film/psycho/,2026-05-04
Bones and All,2022,Horror|Drama|Romance,131,3.74,1205183,439284,Italy|USA,English,https://letterboxd.com/film/bones-and-all/,2026-05-04
A Quiet Place,2018,Drama|Science Fiction|Horror,91,3.64,1943407,162940,USA,English,https://letterboxd.com/film/a-quiet-place-2018/,2026-05-04
Jennifer’s Body,2009,Horror|Comedy,107,3.46,1428120,329872,USA,English|Spanish|English,https://letterboxd.com/film/jennifers-body/,2026-05-04
The Thing,1982,Mystery|Science Fiction|Horror,109,4.35,1269004,296887,USA,English|English|Norwegian,https://letterboxd.com/film/the-thing/,2026-05-04
Barbarian,2022,Horror|Mystery,103,3.44,1506539,413878,USA,English|English|Spanish,https://letterboxd.com/film/barbarian-2022/,2026-05-04
The Conjuring,2013,Horror|Thriller,112,3.62,1817984,229077,USA,English,https://letterboxd.com/film/the-conjuring/,2026-05-04
The Witch,2015,Horror,92,3.82,1459010,247144,Brazil|Canada|UK|USA,English,https://letterboxd.com/film/the-witch-2015/,2026-05-04
Split,2016,Horror|Thriller,117,3.52,1806761,164116,USA,English,https://letterboxd.com/film/split-2016/,2026-05-04
28 Days Later,2002,Science Fiction|Horror|Thriller,113,3.72,1365194,318946,UK,English|Spanish|English,https://letterboxd.com/film/28-days-later/,2026-05-04
28 Years Later,2025,Science Fiction|Thriller|Horror,115,3.44,1281889,468084,UK|USA,English|English|Swedish,https://letterboxd.com/film/28-years-later/,2026-05-04
Heretic,2024,Thriller|Horror,111,3.32,1295129,424632,USA,English,https://letterboxd.com/film/heretic-2024/,2026-05-04
The Exorcist,1973,Horror|Drama,122,3.95,992919,153413,USA,English|German|French|Latin|Arabic|Greek (modern)|English,https://letterboxd.com/film/the-exorcist/,2026-05-04
Carrie,1976,Horror|Thriller,98,3.84,877593,188580,USA,English,https://letterboxd.com/film/carrie-1976/,2026-05-04
The Texas Chain Saw Massacre,1974,Horror,83,3.78,911633,224907,USA,English,https://letterboxd.com/film/the-texas-chain-saw-massacre/,2026-05-04
Saw,2004,Crime|Mystery|Horror,103,3.67,1121017,215157,USA,English,https://letterboxd.com/film/saw/,2026-05-04
The Long Walk,2025,Horror|Science Fiction|Thriller,108,3.51,845462,331387,USA,English,https://letterboxd.com/film/the-long-walk-2025/,2026-05-04
Godzilla Minus One,2023,Horror|Science Fiction|Action,125,4.07,884241,280811,Japan,Japanese|English|Japanese,https://letterboxd.com/film/godzilla-minus-one/,2026-05-04
mother!,2017,Drama|Horror,121,3.49,853173,156638,USA,English,https://letterboxd.com/film/mother-2017/,2026-05-04
Smile 2,2024,Mystery|Horror|Music,127,3.2,979055,324777,USA,English,https://letterboxd.com/film/smile-2-2024/,2026-05-04
Late Night with the Devil,2023,Horror,93,3.36,893285,270312,Australia|United Arab Emirates|USA,English,https://letterboxd.com/film/late-night-with-the-devil/,2026-05-04
The Blair Witch Project,1999,Mystery|Horror,81,3.26,974148,183863,USA,English,https://letterboxd.com/film/the-blair-witch-project/,2026-05-04
A Quiet Place: Day One,2024,Horror|Thriller|Science Fiction,100,3.13,937635,283840,USA,English,https://letterboxd.com/film/a-quiet-place-day-one/,2026-05-04
Zombieland,2009,Comedy|Horror,87,3.52,1170322,105216,USA,English,https://letterboxd.com/film/zombieland/,2026-05-04
Together,2025,Horror|Romance,102,3.27,743935,311288,Australia|USA,English,https://letterboxd.com/film/together-2025/,2026-05-04
Annihilation,2018,Science Fiction|Horror,115,3.57,934625,146616,UK|USA,English,https://letterboxd.com/film/annihilation/,2026-05-04
The Conjuring: Last Rites,2025,Horror,136,2.78,897489,317358,USA,English,https://letterboxd.com/film/the-conjuring-last-rites/,2026-05-04
Sinners,2025,Thriller|Action|Horror,138,4.1,4324931,1579608,USA,English|English|Chinese|Yoruba,https://letterboxd.com/film/sinners-2025/,2026-05-04
The Substance,2024,Horror|Science Fiction,141,3.73,3480674,1221123,France|UK|USA,English,https://letterboxd.com/film/the-substance/,2026-05-04
Get Out,2017,Horror|Mystery|Thriller,104,4.14,4345392,473503,USA,English,https://letterboxd.com/film/get-out-2017/,2026-05-04
Midsommar,2019,Mystery|Drama|Horror,147,3.75,3674035,569417,Sweden|USA,English|English|Swedish,https://letterboxd.com/film/midsommar/,2026-05-04
American Psycho,2000,Crime|Drama|Thriller|Horror,102,3.77,3741876,544094,Canada|USA,English|English|Spanish|Cantonese,https://letterboxd.com/film/american-psycho/,2026-05-04
Black Swan,2010,Drama|Thriller|Horror,108,4.17,3052339,513700,USA,English|English|French|Italian,https://letterboxd.com/film/black-swan/,2026-05-04
The Silence of the Lambs,1991,Crime|Thriller|Horror|Drama,119,4.34,3017183,398216,USA,English,https://letterboxd.com/film/the-silence-of-the-lambs/,2026-05-04
The Shining,1980,Horror|Thriller,144,4.22,3110629,420531,UK|USA,English,https://letterboxd.com/film/the-shining/,2026-05-04
Weapons,2025,Horror|Mystery,129,3.61,2857467,1051388,USA,English,https://letterboxd.com/film/weapons-2025/,2026-05-04
Nosferatu,2024,Fantasy|Horror,133,3.66,2559773,976863,USA,English|English|German|Latin|Romanian|Russian,https://letterboxd.com/film/nosferatu-2024/,2026-05-04
Frankenstein,2025,Fantasy|Drama|Horror|Science Fiction,150,3.82,2503010,919499,USA|Canada,English|Danish|English|French,https://letterboxd.com/film/frankenstein-2025/,2026-05-04
The Menu,2022,Comedy|Horror,107,3.52,3057619,607779,USA,English|English|Spanish,https://letterboxd.com/film/the-menu-2022/,2026-05-04
Coraline,2009,Animation|Horror|Fantasy|Family,100,4.19,2764378,392394,USA,English,https://letterboxd.com/film/coraline/,2026-05-04
Hereditary,2018,Thriller|Horror|Mystery,128,3.93,2608043,434904,USA|UK,English,https://letterboxd.com/film/hereditary/,2026-05-04
Pearl,2022,Horror|Thriller,102,3.7,1969075,532370,USA,English|English|German,https://letterboxd.com/film/pearl-2022/,2026-05-04
It,2017,Drama|Thriller|Horror,135,3.46,2774172,303552,USA,English,https://letterboxd.com/film/it-2017/,2026-05-04
Scream,1996,Mystery|Crime|Horror,112,4.02,2154757,480781,USA,English,https://letterboxd.com/film/scream/,2026-05-04
Us,2019,Horror|Mystery,116,3.63,2311245,298164,USA,English,https://letterboxd.com/film/us-2019/,2026-05-04
Nope,2022,Science Fiction|Horror,130,3.67,2043752,436896,USA,English|English|Portuguese|Spanish,https://letterboxd.com/film/nope/,2026-05-04
