tmdb_id,tagline,overview,spoken_languages,full_cast
1101279,,"Max and Bastian are both between childhood and adolescence. Max was born a girl, but has come out as a transgender boy. And Bastian, born a boy, feels more like a girl. They are both faced with the choice of whether to start on hormones to end their puberty. But can you trust themselves when everything is constantly changing? Max and Bastian are surrounded by friends and family who do everything they can to understand them and help them to whatever they decide in Julie Bezerra Madsen’s equally empathetic film, which follows them through a period in life when everyone is changing – some of us just change a bit more than others.",['da'],[]
999239,,"The Only explores the highest triumphs and darkest defeats throughout the extraordinary life of U.S. Soccer Hall of Fame goalkeeper Briana Scurry.  The documentary explores the inspirational glory and deeply dark corners of a Hall of Fame goalkeeper who stood alone on the field as the only Black starter and the only openly gay player. While celebrating the historic legacy of Scurry's career, including two Olympic gold medals and a penalty save to help the U.S. win the 1999 Women's World Cup, the film also tells the story of how she overcame racism and homophobia at the time of her greatest triumphs before later finding herself on the edge of suicide following a career-ending concussion.",['en'],"[{'id': 2861013, 'name': 'Briana Scurry', 'character': 'Herself', 'popularity': 0.1006, 'order': 0}, {'id': 2545957, 'name': 'Brandi Chastain', 'character': 'Herself', 'popularity': 0.1304, 'order': 1}, {'id': 1234235, 'name': 'Julie Foudy', 'character': 'Herself', 'popularity': 0.0953, 'order': 2}, {'id': 1219728, 'name': 'Mia Hamm', 'character': 'Herself', 'popularity': 0.1507, 'order': 3}, {'id': 5753423, 'name': 'Saskia Webber', 'character': 'Herself', 'popularity': 0.0, 'order': 4}]"
1146712,,"An intense modern drama about a young gay college student fighting with his own self-identity, anxiety, and depression.",['en'],"[{'id': 4140446, 'name': 'Gunnar Frerotte', 'character': '', 'popularity': 0.0071, 'order': 0}, {'id': 4140447, 'name': 'Xavi Soto Burgos', 'character': '', 'popularity': 0.0, 'order': 1}, {'id': 4140449, 'name': 'Karissa McDonald', 'character': '', 'popularity': 0.0, 'order': 2}, {'id': 4140450, 'name': 'Francis C. Edemobi', 'character': '', 'popularity': 0.2009, 'order': 3}]"
1381930,,"Lola and Julia work as flamenco performers in Seville, Spain. However, their relationship and their love for flamenco are threatened by difficult working conditions and the struggle of the flamenco tradition to survive in modern times.",['es'],[]
1178704,,"As they pilot their submarine down into the world's deepest point, two researchers must debate pressing on when a crack in their window port grows.",['en'],"[{'id': 3598560, 'name': 'Ben Holtzmuller', 'character': '', 'popularity': 0.2047, 'order': 0}, {'id': 2049462, 'name': 'Erik Scilley', 'character': '', 'popularity': 0.0143, 'order': 1}]"
1171592,,"Hours after their wedding, Jared and Ian are involved in a horrific car accident that leaves Jared critically injured and in urgent need of a blood transfusion. With Jared's life hanging in the balance, Ian must fight for his husband's right to survive, while also grappling with the impending arrival of their daughter.",['en'],"[{'id': 4242385, 'name': ""Joe O'Malley"", 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 4242386, 'name': 'Grant Hale', 'character': '', 'popularity': 0.0071, 'order': 1}, {'id': 1208752, 'name': 'Ayça Varlıer', 'character': '', 'popularity': 0.3191, 'order': 2}, {'id': 2831030, 'name': 'Julia Burnier', 'character': '', 'popularity': 0.0, 'order': 3}, {'id': 2604081, 'name': 'Daniel Mazzarolo', 'character': '', 'popularity': 0.0071, 'order': 4}, {'id': 4242387, 'name': 'Melissa Fleming', 'character': '', 'popularity': 0.0, 'order': 5}, {'id': 4242389, 'name': 'Vanessa Flory', 'character': '', 'popularity': 0.0071, 'order': 6}, {'id': 4242390, 'name': 'Leyla A', 'character': '', 'popularity': 0.0, 'order': 7}, {'id': 4242391, 'name': 'Bobby Singh', 'character': '', 'popularity': 0.0, 'order': 8}, {'id': 4242392, 'name': 'Vik Patel', 'character': '', 'popularity': 0.0143, 'order': 9}]"
404670,,"Plays with everyday scenes, adding and completely changing the visual elements to shift the expected ""output"" reaction of an ""input"" action.",[],[]
689428,,,['en'],"[{'id': 1383298, 'name': 'Kenny Rhodes', 'character': 'The Man', 'popularity': 0.045, 'order': 0}, {'id': 2588601, 'name': 'Shawn Nicholson', 'character': 'The Kid', 'popularity': 0.0143, 'order': 1}, {'id': 1045208, 'name': 'Valerie Spencer', 'character': 'The Queen', 'popularity': 0.06, 'order': 2}]"
701668,,"A hit man falls for his client's wife, who happens to be the target of the assassin's latest assignment.",['en'],"[{'id': 27428, 'name': 'Aaron Taylor-Johnson', 'character': 'Olav', 'popularity': 3.6057, 'order': 0}, {'id': 71580, 'name': 'Benedict Cumberbatch', 'character': 'The Fisherman', 'popularity': 4.9334, 'order': 1}, {'id': 77335, 'name': 'Ben Mendelsohn', 'character': 'Hoffman', 'popularity': 2.5827, 'order': 2}, {'id': 10912, 'name': 'Eva Green', 'character': '', 'popularity': 5.2824, 'order': 3}, {'id': 2290611, 'name': 'Emma Laird', 'character': '', 'popularity': 1.782, 'order': 4}, {'id': 110902, 'name': 'Ólafur Darri Ólafsson', 'character': '', 'popularity': 1.2124, 'order': 5}, {'id': 1972534, 'name': 'Desmond Eastwood', 'character': '', 'popularity': 0.447, 'order': 6}, {'id': 125742, 'name': 'Mahmut Suvakci', 'character': '', 'popularity': 0.3514, 'order': 7}, {'id': 2382044, 'name': 'Benjamin Evan Ainsworth', 'character': '', 'popularity': 1.1196, 'order': 8}, {'id': 90060, 'name': 'Pilou Asbæk', 'character': '', 'popularity': 2.3782, 'order': 9}, {'id': 1175394, 'name': 'Mickey Sumner', 'character': 'Vera', 'popularity': 0.7119, 'order': 10}, {'id': 9143, 'name': 'Felicity Montagu', 'character': 'Mrs. Aaberg', 'popularity': 0.7589, 'order': 11}, {'id': 589652, 'name': 'Robert Emms', 'character': 'Klein', 'popularity': 1.1015, 'order': 12}, {'id': 1221066, 'name': 'Daniel Ryan', 'character': 'Tim', 'popularity': 0.8163, 'order': 13}, {'id': 2151830, 'name': 'Bradley Farmer', 'character': 'Johan', 'popularity': 0.5071, 'order': 14}, {'id': 5334914, 'name': 'Pierre Bergman', 'character': 'Fish Seller', 'popularity': 0.0876, 'order': 15}, {'id': 1231992, 'name': 'Diana Vickers', 'character': 'Sophia', 'popularity': 0.2374, 'order': 16}, {'id': 4291112, 'name': 'Ruaridh Aldington', 'character': '', 'popularity': 0.1079, 'order': 17}, {'id': 5515632, 'name': 'Sienna Giblin', 'character': 'Rose Hoffman', 'popularity': 0.0239, 'order': 18}, {'id': 2308648, 'name': 'Kane Surry', 'character': 'Police Officer', 'popularity': 0.2974, 'order': 19}, {'id': 5256588, 'name': 'Anton Lytvynov', 'character': 'Pedestrian', 'popularity': 0.0834, 'order': 20}, {'id': 3676238, 'name': 'Beau Thompson', 'character': 'Simon', 'popularity': 0.0533, 'order': 21}, {'id': 1826757, 'name': 'Rodrig Andrisan', 'character': 'Oslo Fishmonger', 'popularity': 0.0497, 'order': 22}, {'id': 5755407, 'name': 'Tatanya Lowed-Spence', 'character': '', 'popularity': 0.0352, 'order': 23}, {'id': 3310895, 'name': 'Jake Neads', 'character': 'Brynhildsen', 'popularity': 0.1072, 'order': 24}]"
808042,The last breath is the closest to you.,"Chris (Rion) meets Benjamin (Bright) online, and the two discuss the latter’s interest in erotic asphyxiation. Intrigued, Chris invites the attractive stranger to his house to explore the practice, resulting in a ferocious encounter that will leave both men gasping for more.",['en'],"[{'id': 2714545, 'name': 'Isaak Rion', 'character': 'Chris', 'popularity': 0.0, 'order': 0}, {'id': 3016867, 'name': 'Rufus Bright', 'character': 'Benjamin', 'popularity': 0.0, 'order': 1}]"
702798,,"A fictional story is never as good as a real one: the waking up, the commute, a corny choice to name a boat on which to travel. The little things that make us who we are. After chatting for 18 months, Isaak and Sabah dive into a compelling conversation about life, dreams and fears, on a non-fictional short film that shows how intimacy can happen for two strangers – who are not really strangers, after all.",['en'],"[{'id': 2714545, 'name': 'Isaak Rion', 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 2714546, 'name': 'Sabah (Noel Alejandro Films)', 'character': '', 'popularity': 0.0, 'order': 1}]"
656149,,"Raul finally gets the courage to ask his co-worker, Rosa out on a date. When the day arrives, Raul is confronted by ICE officers and arrested for being undocumented. Meanwhile Rosa is waiting for him at his favorite restaurant only to never have Raul arrive.","['en', 'es']","[{'id': 928427, 'name': 'Toneey Acevedo', 'character': 'Raul', 'popularity': 0.148, 'order': 0}, {'id': 2484054, 'name': 'Shawn Cahill', 'character': 'ICE Officer', 'popularity': 0.0143, 'order': 1}, {'id': 2102720, 'name': 'Jason Catron', 'character': 'ICE Officer', 'popularity': 0.1565, 'order': 2}, {'id': 64242, 'name': ""Tina D'Marco"", 'character': 'Rosa', 'popularity': 0.2918, 'order': 3}, {'id': 1611972, 'name': 'Tess Niedermeyer', 'character': 'Danica', 'popularity': 0.0352, 'order': 4}, {'id': 2484056, 'name': 'Laura Rosales', 'character': 'Hostess', 'popularity': 0.0, 'order': 5}, {'id': 2775311, 'name': 'Johnny Smith', 'character': 'Chase', 'popularity': 0.0143, 'order': 6}]"
633928,,Joss Grey tries to figure out who is murdering gay men in the city using an app while trying to finish his midterm paper.,[],"[{'id': 1147877, 'name': 'Falon Joslyn', 'character': 'Rhiannon Sheshala', 'popularity': 0.0239, 'order': 0}, {'id': 5268352, 'name': 'Carter Scott Horton', 'character': 'Darien', 'popularity': 0.0071, 'order': 1}, {'id': 5268356, 'name': 'Stephanie Hampson', 'character': 'Dogwalker', 'popularity': 0.0, 'order': 2}]"
622203,I'd really like to talk to her.,Mark Reiter stands in front of his love's house as he practices what he will say to her mother.,['en'],"[{'id': 2383629, 'name': 'Christopher de Varennes', 'character': 'Mark Reiter', 'popularity': 0.0071, 'order': 0}, {'id': 1972990, 'name': 'Jasmine Winter', 'character': 'Mrs. Crowe', 'popularity': 0.0071, 'order': 1}]"
577845,,,['fr'],"[{'id': 54327, 'name': 'Anna Mouglalis', 'character': 'Niki de Saint-Phalle', 'popularity': 1.0117, 'order': 0}, {'id': 213214, 'name': 'Hugo Becker', 'character': 'Christian Ravel', 'popularity': 0.8556, 'order': 1}, {'id': 20668, 'name': 'Bernard Blancan', 'character': 'Le journaliste', 'popularity': 0.4245, 'order': 2}]"
638963,,"For the first time, doctors and nurses who cared for Britain's first AIDS patients in the 1980s tell of the extraordinary situation they found themselves in and the rules they had to break to help patients forgotten by the state.",['en'],"[{'id': 3143479, 'name': 'Theresa Burns', 'character': 'Self', 'popularity': 0.0, 'order': 0}, {'id': 3143480, 'name': 'Jane Bruton', 'character': 'Self', 'popularity': 0.0, 'order': 1}, {'id': 3143476, 'name': 'Leigh Chislett', 'character': 'Self', 'popularity': 0.0071, 'order': 2}, {'id': 3143482, 'name': 'Douglas Robinson', 'character': 'Self', 'popularity': 0.0071, 'order': 3}, {'id': 3143484, 'name': 'Corinne Sullivan', 'character': 'Self', 'popularity': 0.0071, 'order': 4}, {'id': 2350559, 'name': 'Mike Youle', 'character': 'Self', 'popularity': 0.0398, 'order': 5}]"
496394,,"Liam, a young man wrecked with confusion after an incident that one night guides him on a mission of self-discovery where the choices he faces may risk changing his life forever.",['en'],"[{'id': 1683346, 'name': 'Marc Rovira Cenar', 'character': 'Liam', 'popularity': 0.0143, 'order': 0}, {'id': 2925566, 'name': 'Katie Collins', 'character': 'Jane', 'popularity': 0.0071, 'order': 1}, {'id': 1683345, 'name': 'Ashley Campbell', 'character': 'William', 'popularity': 0.2616, 'order': 2}, {'id': 2925565, 'name': 'Calum Ewan Cameron', 'character': 'Matt', 'popularity': 0.0071, 'order': 3}]"
394196,,A fairy tale. Set in a gay sauna. With zombies.,['en'],"[{'id': 90582, 'name': 'Tom Frederic', 'character': 'Jacob', 'popularity': 0.4057, 'order': 0}, {'id': 3137227, 'name': 'Jonathan Pryke', 'character': 'Young Guy', 'popularity': 0.0214, 'order': 1}, {'id': 3137255, 'name': 'Michael Button', 'character': 'Additional Zombie Voices (voice)', 'popularity': 0.0071, 'order': 2}, {'id': 2209042, 'name': 'Chris Polick', 'character': 'Voice Of Receptionist/Additional Zombie Voices (voice)', 'popularity': 0.0482, 'order': 3}, {'id': 1669479, 'name': 'Kumar Muniandy', 'character': 'Aseem', 'popularity': 0.0441, 'order': 4}, {'id': 2052052, 'name': 'Dannie Pye', 'character': 'Less Young Guy', 'popularity': 0.1236, 'order': 5}, {'id': 3137229, 'name': 'Cristian Sgualdini-Curran', 'character': 'Party Boy 1', 'popularity': 0.0143, 'order': 6}, {'id': 3137230, 'name': 'Marcelo Lourenco', 'character': 'Party Boy 2', 'popularity': 0.0429, 'order': 7}, {'id': 2283256, 'name': 'Neil Summerville', 'character': 'Sauna Bench Guy', 'popularity': 0.09, 'order': 8}, {'id': 2110913, 'name': 'Anthony Chisholm', 'character': 'Selfie Surprise Guy', 'popularity': 0.1028, 'order': 9}, {'id': 2268730, 'name': 'Ryan Anthony', 'character': 'Fit Guy/Exit Zombie', 'popularity': 0.0168, 'order': 10}, {'id': 3137250, 'name': 'James Killeen', 'character': 'Business Guy', 'popularity': 0.0143, 'order': 11}, {'id': 1944183, 'name': 'George Johnston', 'character': 'Jock', 'popularity': 0.0538, 'order': 12}]"
659903,,"Joe Gage revisits the bukkake theme, this time with an all-business setting. A chair, a rug, men in suits, and lots of flying sperm.",['en'],"[{'id': 2325756, 'name': 'Brock Rustin', 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 1038612, 'name': 'Bryan Slater', 'character': '', 'popularity': 0.0, 'order': 1}, {'id': 1941203, 'name': 'Joe Parker', 'character': '', 'popularity': 0.0, 'order': 2}, {'id': 1272487, 'name': 'Kyler Ash', 'character': '', 'popularity': 0.0, 'order': 3}, {'id': 223354, 'name': 'Tommy DeLuca', 'character': '', 'popularity': 0.0, 'order': 4}, {'id': 2416635, 'name': 'Tony Dazzle', 'character': '', 'popularity': 0.0, 'order': 5}, {'id': 582009, 'name': 'Josh Kole', 'character': '', 'popularity': 0.0, 'order': 6}, {'id': 2496408, 'name': 'Austin Ryan', 'character': '', 'popularity': 0.0, 'order': 7}, {'id': 2496409, 'name': 'J.D. Ryder', 'character': '', 'popularity': 0.0, 'order': 8}, {'id': 1665405, 'name': 'Jacob Ladder', 'character': '', 'popularity': 0.0, 'order': 9}, {'id': 1153433, 'name': 'Justin Beal', 'character': '', 'popularity': 0.0, 'order': 10}, {'id': 2496412, 'name': 'Sal Capra', 'character': '', 'popularity': 0.0, 'order': 11}]"
449543,,"An unsettling portrait of a destructive three night affair between two men - one is gay, lost and adolescent, the other is married to a woman and middle-aged. Set in the heart of Soho, a fracturing queer landscape, Nightstand is a whirlwind of repressed yearnings and urban loneliness.",['en'],"[{'id': 58915, 'name': 'Nicholas Gleaves', 'character': 'Rob', 'popularity': 0.9444, 'order': 0}, {'id': 1683344, 'name': 'Amrou Al-Kadhi', 'character': 'Ramsey', 'popularity': 0.2911, 'order': 1}, {'id': 1785978, 'name': 'Amma Boateng', 'character': 'Michelle', 'popularity': 0.112, 'order': 2}, {'id': 1785979, 'name': 'James Wallwork', 'character': 'Michael', 'popularity': 0.0143, 'order': 3}, {'id': 1239068, 'name': 'Emma Amos', 'character': 'Lady On The Train', 'popularity': 0.5134, 'order': 4}, {'id': 1600086, 'name': 'Joe Bannister', 'character': 'Young Couple', 'popularity': 0.1206, 'order': 5}, {'id': 1739728, 'name': 'Charlotte Hamblin', 'character': 'Young Couple', 'popularity': 0.2794, 'order': 6}, {'id': 3137079, 'name': 'Hugh Wyld', 'character': 'Drag Queen Shirley', 'popularity': 0.0412, 'order': 7}, {'id': 3137081, 'name': 'Julian Von Petrovosky', 'character': 'Drag Queen Julian', 'popularity': 0.0281, 'order': 8}, {'id': 1394801, 'name': 'Matthew Hammett Knott', 'character': ""Ramsey's Pull"", 'popularity': 0.0669, 'order': 9}]"
183869,,"Paragraph 175, which made homosexual behavior punishable by law, was abolished in the German Democratic Republic (GDR) in 1968. At that time, heterosexual nuclear families constituted the center of socialist society, and homosexuality was considered a peripheral issue in the GDR. Out in East Berlin —Lesbians & Gays in the GDR tells the impressive-to-absurd personal histories of gay men and lesbians in the GDR, from the post WWII years until the fall of the Berlin Wall.",['de'],"[{'id': 4567341, 'name': 'Peter Bausdorf', 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 4567343, 'name': 'Bettina Dziggel', 'character': '', 'popularity': 0.0, 'order': 1}, {'id': 4567344, 'name': 'Michael Eggert', 'character': '', 'popularity': 0.0, 'order': 2}, {'id': 2909371, 'name': 'Andreas Fux', 'character': '', 'popularity': 0.0, 'order': 3}, {'id': 4567345, 'name': 'Marinka Körzendörfer', 'character': '', 'popularity': 0.0, 'order': 4}, {'id': 4567329, 'name': 'Jürgen Litfin', 'character': '', 'popularity': 0.0, 'order': 5}, {'id': 1827879, 'name': 'Marina Krug', 'character': '', 'popularity': 0.0, 'order': 6}, {'id': 1827880, 'name': 'Klaus Laabs', 'character': '', 'popularity': 0.0071, 'order': 7}, {'id': 4567347, 'name': 'Gerhard Plöse', 'character': '', 'popularity': 0.0, 'order': 8}, {'id': 1827881, 'name': 'Christian Pulz', 'character': '', 'popularity': 0.0, 'order': 9}, {'id': 4567348, 'name': 'Michael Raimann', 'character': '', 'popularity': 0.0071, 'order': 10}, {'id': 1827882, 'name': 'Peter Rausch', 'character': '', 'popularity': 0.0168, 'order': 11}, {'id': 4567350, 'name': 'Eduard Stapel', 'character': '', 'popularity': 0.0, 'order': 12}, {'id': 2313652, 'name': 'Peter Tatchell', 'character': '', 'popularity': 0.0987, 'order': 13}, {'id': 4567327, 'name': 'Günter Litfin', 'character': 'archive', 'popularity': 0.0, 'order': 14}, {'id': 1276824, 'name': 'Wolfgang Beyer', 'character': '', 'popularity': 0.0071, 'order': 15}, {'id': 4567353, 'name': 'Lothar Dönitz', 'character': '', 'popularity': 0.0, 'order': 16}, {'id': 4567354, 'name': 'Fred Frumberg', 'character': '', 'popularity': 0.0, 'order': 17}, {'id': 4567355, 'name': 'Dieter Neuendorf', 'character': '', 'popularity': 0.0071, 'order': 18}, {'id': 4567357, 'name': 'Brigitte Schütze', 'character': '', 'popularity': 0.0, 'order': 19}, {'id': 4567359, 'name': 'Bernd Stapel', 'character': '', 'popularity': 0.0143, 'order': 20}]"
469994,,"Thanks to his myriad film roles, Lon Chaney is known as “the man of a thousand faces,” and you could say that the early horror era never beheld a figure more intriguing. Yet because of his numerous transformations, his face never became as iconic as that of, say, Boris Karloff. Accompanied by a soundtrack from Bernhard Lang, this “re-imagination of shots” taken from Chaney´s forty-six surviving films offers a beguiling excursion into the history of film. The director reveals surprising associations, while highlighting the enduring magic of works which are now more or less forgotten.",['en'],"[{'id': 14481, 'name': 'Lon Chaney', 'character': '', 'popularity': 0.7037, 'order': 0}]"
180225,,"During two and a half years, the man didn’t move from the couch of his Geneva apartment. His letterbox was full, his mail was being returned. Electricity had eventually been cut off and the real estate agency was about to evict him. When the police finally forced their way in, they discovered a flat infested by vermin and, in the middle, the decomposed body of Michel Christen, a 53-year-old Swiss man. The investigation that takes place in the film will show that his death occurred 28 months earlier. But the date on the death certificate has to be the one of the day the body was found. That’s the law... How could this man, who had a family and who was being monitored by medical and social services, fall into oblivion in such a way?",['fr'],[]
360487,,Filmmaker Peter de Rome talks about his career and some of the many projects he never finished.,['en'],"[{'id': 1704569, 'name': 'Leee Black Childers', 'character': 'Himself', 'popularity': 0.0538, 'order': 0}, {'id': 1329219, 'name': 'Peter de Rome', 'character': 'Himself', 'popularity': 0.0, 'order': 1}, {'id': 2381796, 'name': 'Lord Harrison', 'character': 'Himself', 'popularity': 0.0, 'order': 2}, {'id': 99077, 'name': 'Maitland McDonagh', 'character': 'Herself', 'popularity': 0.1128, 'order': 3}, {'id': 2381798, 'name': 'Carol Payne', 'character': 'Herself', 'popularity': 0.0071, 'order': 4}]"
470809,,Wannabe gangster living alone in a caravan gets a visit from a born again Christian.,['en'],"[{'id': 570296, 'name': 'Joe Dempsie', 'character': 'Marshy', 'popularity': 1.414, 'order': 0}, {'id': 1869587, 'name': 'Ciaran Dowd', 'character': 'Billy', 'popularity': 0.1495, 'order': 1}, {'id': 9143, 'name': 'Felicity Montagu', 'character': 'Cath', 'popularity': 0.7589, 'order': 2}, {'id': 3547462, 'name': 'Mark Irvin-Carr', 'character': 'Dad', 'popularity': 0.0, 'order': 3}, {'id': 3547463, 'name': 'Craig Quinn', 'character': 'Dixon', 'popularity': 0.0, 'order': 4}, {'id': 3547464, 'name': 'Jake Tindle', 'character': 'Dando', 'popularity': 0.0, 'order': 5}, {'id': 3547465, 'name': 'Billy Woodier', 'character': 'Terry', 'popularity': 0.0, 'order': 6}]"
411337,Can Love rescue what Sex destroys?,"Tim and Julian are deeply in love, but the gay couple can't have sex with each other. When you can't sexually satisfy the person you love is this enough reason to quit a long relationship? On a weekend trip to the sea, the boys want to spend some time together away from the pulsating city of Berlin where they live. The trip ends with two cakes in the sand. What if two people love each other but can't live with each other?","['en', 'de']","[{'id': 1665994, 'name': 'Bartholomew Sammut', 'character': 'Tim', 'popularity': 0.1116, 'order': 0}, {'id': 1127131, 'name': 'Jan Andreesen', 'character': 'Julian', 'popularity': 0.13, 'order': 1}]"
454811,,"An Orthodox Jewish student unexpectedly inherits the estate of his estranged mentor, and discovers a painful truth about their final days together.",[],"[{'id': 1805516, 'name': 'Rudi Vodanovich', 'character': 'Jacob', 'popularity': 0.0338, 'order': 0}, {'id': 2985639, 'name': 'Alexander Campbell', 'character': 'Andrew', 'popularity': 0.0, 'order': 1}, {'id': 1440645, 'name': 'Richard Lambeth', 'character': 'Charles', 'popularity': 0.2349, 'order': 2}, {'id': 2985486, 'name': 'Rita Lefau Ryan', 'character': 'The Stranger', 'popularity': 0.0071, 'order': 3}, {'id': 1057489, 'name': 'Brian Moore', 'character': 'The Solicitor (voice)', 'popularity': 0.0327, 'order': 4}, {'id': 2985488, 'name': 'Olivia Hand', 'character': 'Café Staff', 'popularity': 0.0, 'order': 5}, {'id': 1057491, 'name': 'Alan Granville', 'character': 'Café Staff', 'popularity': 0.0535, 'order': 6}]"
480900,,,['en'],"[{'id': 8210, 'name': 'Wes Bentley', 'character': 'Donnie Greims', 'popularity': 2.5479, 'order': 0}, {'id': 1625047, 'name': 'Francesco Saviano', 'character': 'Howard Greims', 'popularity': 0.0071, 'order': 1}, {'id': 1080991, 'name': 'Marlene Morreis', 'character': 'Leslie Greims', 'popularity': 0.1898, 'order': 2}, {'id': 6396, 'name': 'Richard Edson', 'character': 'Larry', 'popularity': 0.9693, 'order': 3}, {'id': 1904707, 'name': 'Jake Robards', 'character': 'Phillip', 'popularity': 0.5117, 'order': 4}, {'id': 36549, 'name': 'Yolonda Ross', 'character': 'Gabrielle', 'popularity': 0.8311, 'order': 5}]"
132104,... people noticed,"Finn Page is 20 years old. Recently, he has ended his first relationship, however, he's not dealing with it very well. He resolves that quitting dating is the only option to prevent his heart from breaking again. Now, its up to his friends to convince him that sitting on the sidelines won't make him happy.",['en'],"[{'id': 78585, 'name': 'Aaron Michael Davies', 'character': 'Finn Page', 'popularity': 0.1276, 'order': 0}, {'id': 1337767, 'name': 'Gabrielle Barnett', 'character': 'Stevie Perkins', 'popularity': 0.0, 'order': 1}, {'id': 1337768, 'name': 'Brian Cowden', 'character': 'Brian Buckingham', 'popularity': 0.0071, 'order': 2}, {'id': 1337764, 'name': 'Matthew Gentle', 'character': 'Thomas Andrews', 'popularity': 0.0, 'order': 3}, {'id': 121802, 'name': 'Nick May', 'character': 'Truman Blake', 'popularity': 0.0071, 'order': 4}, {'id': 1337769, 'name': 'Casey Stolowski', 'character': 'Jared Michaels', 'popularity': 0.0143, 'order': 5}, {'id': 1337770, 'name': 'James Rudy Flesher', 'character': 'Hugh Pearl', 'popularity': 0.0143, 'order': 6}, {'id': 1688136, 'name': 'Scott Johnston', 'character': 'Mike', 'popularity': 0.0, 'order': 7}]"
113446,,A 70-year-old man is in a relationship with a young man named Heiko. It is a fetishist relationship taken to extreme exoticism.,['pt'],"[{'id': 544611, 'name': 'José Manuel Mendes', 'character': 'Man', 'popularity': 0.2433, 'order': 0}, {'id': 1057159, 'name': 'Jaime Freitas', 'character': 'Heiko', 'popularity': 0.4001, 'order': 1}]"
676240,,Why shouldn't a young girl walk home alone? This dark little tale plays on our anxieties about girls walking through the countryside alone but this little girl has a powerful secret.,[],[]
213702,,"Enter Skater Boy. Sitting by the wall is Bad Girl, the object of his teenage desire. How to get her attention. Perhaps a trick...",[],"[{'id': 1198267, 'name': 'Charlotte Schofield', 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 1198268, 'name': 'Josh Stephenson', 'character': '', 'popularity': 0.0256, 'order': 1}]"
54301,No dream is crazy if you want to live it,"Christian Taylor, a writer on hit TV series Six Feet Under, is being profiled by a British documentary crew when he's sacked, though he doesn't know they've overheard the firing. They follow him to Las Vegas, where he is ostensibly doing ""research"" for the next season, but is actually pursuing a dream to become a dancer in a Vegas show.",['en'],"[{'id': 2395, 'name': 'Whoopi Goldberg', 'character': 'Herself', 'popularity': 3.3734, 'order': 0}, {'id': 1222839, 'name': 'Christian Taylor', 'character': '', 'popularity': 0.3169, 'order': 1}, {'id': 946318, 'name': 'Lindy Heymann', 'character': '', 'popularity': 0.1272, 'order': 2}, {'id': 946320, 'name': 'Joe Daley', 'character': '', 'popularity': 0.0264, 'order': 3}, {'id': 1456277, 'name': 'Erich Miller', 'character': '', 'popularity': 0.0071, 'order': 4}]"
47603,,"The Doug Anthony All Stars were an Australian musical comedy group who performed together between 1984 and 1994. The band was an acoustic trio comprising Paul McDermott and Tim Ferguson on main vocals and Richard Fidler on guitar and backing vocals. They were known for their aggressive, provocative style; their habit of involving audience members and their tendency to attack topical and sometimes controversial issues in their comedy. Dead & Alive, is a live recording of one of their London shows...",[],"[{'id': 116631, 'name': 'Paul McDermott', 'character': '', 'popularity': 0.128, 'order': 0}, {'id': 116633, 'name': 'Richard Fidler', 'character': '', 'popularity': 0.0735, 'order': 1}, {'id': 116632, 'name': 'Tim Ferguson', 'character': '', 'popularity': 0.1903, 'order': 2}]"
494522,A gathering of Falcons... the legend continues!,A group of weekend skiers jump beds and cap their two-day snowfest with an orgy.,['en'],"[{'id': 1947818, 'name': 'Kurt Marshall', 'character': '', 'popularity': 0.0, 'order': 0}, {'id': 1877575, 'name': 'Steve Henson', 'character': '', 'popularity': 0.0, 'order': 1}, {'id': 1947819, 'name': 'Lee Mann', 'character': '', 'popularity': 0.0, 'order': 2}, {'id': 1947821, 'name': 'Eddie Marks', 'character': '', 'popularity': 0.0, 'order': 3}, {'id': 1761265, 'name': 'Jeff Turk', 'character': '', 'popularity': 0.0, 'order': 4}, {'id': 1947822, 'name': 'Giorgio Canali', 'character': '', 'popularity': 0.0, 'order': 5}, {'id': 259170, 'name': 'Tony Bravo', 'character': '', 'popularity': 0.0, 'order': 6}, {'id': 1947820, 'name': 'O.G. Johnson', 'character': '', 'popularity': 0.0, 'order': 7}, {'id': 1947825, 'name': ""Scott O'Hara"", 'character': '', 'popularity': 0.0, 'order': 8}, {'id': 1947823, 'name': 'Christopher Lance', 'character': '', 'popularity': 0.0, 'order': 9}, {'id': 581391, 'name': 'Jeff Converse', 'character': '', 'popularity': 0.0, 'order': 10}, {'id': 1947824, 'name': 'Bill Bix', 'character': 'The Mystery Skier', 'popularity': 0.0, 'order': 11}]"
