username,film_slug,film_id,rating
jay,creep-2014,,3.0
jay,chef,,3.5
jay,13-sins,,2.5
jay,dead-snow-2-red-vs-dead,,2.5
jay,the-grand-budapest-hotel,,4.5
jay,robocop-2014,,1.0
jay,what-we-do-in-the-shadows,,4.0
jay,boyhood,,2.0
jay,the-babadook,,3.5
jay,whiplash-2014,,5.0
jay,nymphomaniac-volume-i,,1.5
jay,the-wolf-of-wall-street,,4.0
jay,the-hobbit-the-desolation-of-smaug,,3.5
jay,the-hunger-games-catching-fire,,3.5
jay,oldboy-2013,,1.0
jay,thor-the-dark-world,,2.0
jay,the-phone-call,,3.5
jay,her,,4.0
jay,machete-kills,,1.5
jay,r100,,3.5
jay,enemy,,4.0
jay,the-green-inferno,,2.0
jay,oculus,,3.5
jay,wolf-creek-2,,2.0
jay,prisoners,,4.0
jay,under-the-skin-2013,,4.0
jay,gravity-2013,,3.0
jay,snowpiercer,,3.5
jay,the-wolverine,,2.5
jay,the-wind-rises,,4.0
jay,pacific-rim,,3.0
jay,the-worlds-end,,3.5
jay,about-time,,3.5
jay,world-war-z,,2.0
jay,man-of-steel,,2.0
jay,the-conjuring,,2.5
jay,this-is-the-end,,3.0
jay,the-purge,,2.0
jay,after-earth,,1.0
jay,inside-llewyn-davis,,4.0
jay,the-bling-ring,,3.5
jay,star-trek-into-darkness,,2.0
jay,the-great-gatsby-2013,,3.0
jay,iron-man-3,,2.5
jay,oblivion-2013,,2.0
jay,the-host-2013,,1.5
jay,cheap-thrills,,2.5
jay,evil-dead,,4.0
jay,oz-the-great-and-powerful,,2.0
jay,movie-43,,0.5
jay,stoker,,3.5
jay,mama-2013,,1.5
jay,texas-chainsaw-3d,,1.0
jay,zero-dark-thirty,,3.0
jay,django-unchained,,5.0
jay,the-hobbit-an-unexpected-journey,,2.5
jay,the-twilight-saga-breaking-dawn-part-2,,1.5
jay,skyfall,,3.5
jay,wrong-turn-5-bloodlines,,1.0
jay,paranormal-activity-4,,0.5
jay,would-you-rather,,2.0
jay,lincoln,,3.0
jay,the-collection,,2.5
jay,scary-or-die,,0.5
jay,the-place-beyond-the-pines,,3.5
jay,seven-psychopaths,,2.0
jay,dredd,,3.5
jay,spring-breakers,,2.5
jay,frances-ha,,4.0
jay,american-mary,,3.5
jay,chained-2012,,2.5
jay,the-dark-knight-rises,,3.0
jay,magic-mike,,2.5
jay,the-amazing-spider-man,,2.5
jay,rock-of-ages,,2.5
jay,moonrise-kingdom,,3.5
jay,the-avengers-2012,,3.0
jay,21-jump-street,,3.5
jay,the-hunger-games,,3.0
jay,rec-genesis,,2.0
jay,this-means-war,,2.0
jay,man-on-a-ledge,,2.0
jay,the-girl-with-the-dragon-tattoo-2011,,4.0
jay,the-cabin-in-the-woods,,3.0
jay,mission-impossible-ghost-protocol,,4.0
jay,hostel-part-iii,,0.5
jay,the-twilight-saga-breaking-dawn-part-1,,1.0
jay,puss-in-boots,,2.0
jay,in-time,,2.0
jay,wrong-turn-4-bloody-beginnings,,1.0
jay,the-thing-2011,,2.5
jay,moneyball,,3.5
jay,johnny-english-reborn,,2.0
jay,youre-next,,3.5
jay,the-raid-2011,,4.0
jay,tinker-tailor-soldier-spy,,2.0
jay,vile,,1.5
jay,the-human-centipede-2-full-sequence,,0.5
jay,the-help,,2.5
jay,final-destination-5,,2.5
jay,captain-america-the-first-avenger,,2.5
jay,crazy-stupid-love,,3.5
jay,x-men-first-class,,3.0
jay,drive-2011,,4.0
jay,the-skin-i-live-in,,3.5
jay,we-need-to-talk-about-kevin,,4.5
jay,hobo-with-a-shotgun,,3.0
jay,thor,,2.0
jay,scream-4,,3.5
jay,hanna,,3.0
jay,rio-2011,,2.5
jay,bridesmaids,,3.5
jay,the-divide,,2.5
jay,limitless,,3.0
jay,justin-bieber-never-say-never,,1.0
jay,the-strange-thing-about-the-johnsons,,3.0
jay,saw-3d,,1.5
jay,paranormal-activity-2,,2.0
jay,jackass-3d,,2.5
jay,the-social-network,,5.0
jay,insidious,,3.0
jay,easy-a,,3.0
jay,127-hours,,3.0
jay,black-swan,,4.0
jay,hatchet-ii,,2.0
jay,cats-dogs-the-revenge-of-kitty-galore,,0.5
jay,scott-pilgrim-vs-the-world,,4.0
jay,inception,,4.0
jay,the-last-airbender,,0.5
jay,the-karate-kid-2010,,2.0
jay,despicable-me,,2.5
jay,sex-and-the-city-2,,1.0
jay,prince-of-persia-the-sands-of-time,,0.5
jay,iron-man-2,,2.5
jay,2001-maniacs-field-of-screams,,0.5
jay,alice-in-wonderland-2010,,1.5
jay,birdemic-shock-and-terror,,0.5
jay,the-crazies-2010,,1.5
jay,buried,,2.5
jay,four-lions,,4.0
jay,tucker-and-dale-vs-evil,,3.5
jay,tooth-fairy-2010,,1.0
jay,avatar,,3.0
jay,the-twilight-saga-new-moon,,1.5
jay,a-christmas-carol-2009,,2.5
jay,saw-vi,,3.5
jay,the-descent-part-2,,2.0
jay,fantastic-mr-fox,,5.0
jay,jennifers-body,,3.5
jay,sorority-row,,2.0
jay,halloween-ii,,2.0
jay,summer-wars,,3.0
jay,the-collector-2009,,2.0
jay,harry-potter-and-the-half-blood-prince,,3.0
jay,exam,,1.5
jay,the-proposal-2009,,2.0
jay,the-final-destination,,1.5
jay,inglourious-basterds,,4.5
jay,dogtooth,,4.0
jay,antichrist,,3.5
jay,fish-tank,,4.0
jay,terminator-salvation,,1.5
jay,thirst-2009,,3.5
jay,x-men-origins-wolverine,,1.0
jay,hannah-montana-the-movie,,3.0
jay,i-love-you-man,,2.5
jay,monsters-vs-aliens,,2.0
jay,drag-me-to-hell,,3.0
jay,the-last-house-on-the-left-2009,,1.5
jay,17-again,,2.5
jay,friday-the-13th-2009,,2.0
jay,the-uninvited-2009,,2.0
jay,moon,,4.0
jay,in-the-loop,,4.0
jay,the-killing-room,,1.5
jay,the-curious-case-of-benjamin-button,,3.0
jay,twilight-2008,,2.0
jay,splinter-2008,,1.0
jay,vacancy-2-the-first-cut,,1.0
jay,saw-v,,1.5
jay,bronson,,4.0
jay,high-school-musical-3-senior-year,,3.0
jay,quarantine,,1.5
jay,wild-child,,3.0
jay,step-brothers,,2.5
jay,angus-thongs-and-perfect-snogging,,2.0
jay,the-dark-knight,,4.5
jay,mamma-mia,,3.0
jay,camp-rock,,2.0
jay,the-incredible-hulk,,2.5
jay,the-happening,,1.0
jay,the-strangers,,1.0
jay,martyrs,,5.0
jay,sex-and-the-city,,2.5
jay,iron-man-2008,,3.5
jay,the-ruins,,2.0
jay,let-the-right-one-in,,5.0
jay,in-bruges,,3.5
jay,cloverfield,,2.0
jay,sweeney-todd-the-demon-barber-of-fleet-street-2007,,3.5
jay,enchanted,,3.0
jay,the-mist,,4.0
jay,fred-claus,,2.5
jay,saw-iv,,2.0
jay,funny-games-2007,,3.5
jay,american-gangster,,4.0
jay,fermats-room,,3.0
jay,there-will-be-blood,,5.0
jay,paranormal-activity,,1.0
jay,eastern-promises,,3.5
jay,the-darjeeling-limited,,4.0
jay,juno,,3.5
jay,halloween,,2.5
jay,rec,,3.5
jay,wrong-turn-2-dead-end,,3.0
jay,high-school-musical-2,,4.0
jay,superbad,,3.0
jay,hot-rod,,3.5
jay,hairspray-2007,,3.5
jay,ratatouille,,4.0
jay,fantastic-four-rise-of-the-silver-surfer,,1.0
jay,hostel-part-ii,,2.0
jay,oceans-thirteen,,3.0
jay,inside-2007,,3.5
jay,death-proof,,3.5
jay,no-country-for-old-men,,3.5
jay,pirates-of-the-caribbean-at-worlds-end,,2.0
jay,wz,,1.5
jay,shrek-the-third,,3.0
jay,28-weeks-later,,3.0
jay,sunshine-2007,,3.5
jay,mr-beans-holiday,,2.5
jay,dead-silence,,1.5
jay,zodiac,,3.5
jay,atonement,,3.5
jay,hot-fuzz,,4.0
jay,smiley-face,,4.0
jay,the-hitcher-2007,,1.5
jay,jump-in,,1.0
jay,night-at-the-museum,,3.0
jay,the-holiday,,4.0
jay,deck-the-halls,,2.0
jay,casino-royale-2006,,4.0
jay,saw-iii,,2.5
jay,flushed-away,,3.5
jay,the-prestige,,4.0
jay,the-departed,,4.0
jay,jackass-number-two,,3.0
jay,inland-empire,,5.0
jay,children-of-men,,4.5
jay,the-wicker-man-2006,,2.0
jay,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,,3.5
jay,miami-vice,,3.0
jay,the-devil-wears-prada,,4.0
jay,the-fast-and-the-furious-tokyo-drift,,2.5
jay,marie-antoinette-2006,,3.5
jay,x-men-the-last-stand,,1.0
jay,the-host,,3.5
jay,southland-tales,,4.0
jay,mission-impossible-iii,,2.5
jay,over-the-hedge,,2.0
jay,shes-the-man,,3.0
jay,the-hills-have-eyes-2006,,2.0
jay,final-destination-3,,2.5
jay,little-miss-sunshine,,4.0
jay,high-school-musical,,3.0
jay,the-family-stone,,3.5
jay,the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,,2.0
jay,memoirs-of-a-geisha,,3.5
jay,saw-ii,,3.0
jay,hostel,,2.5
jay,pride-prejudice,,4.0
jay,hellraiser-hellworld,,1.0
jay,wallace-gromit-the-curse-of-the-were-rabbit,,2.5
jay,capote,,3.0
jay,brokeback-mountain,,4.0
jay,kinky-boots,,3.0
jay,lenny-the-wonder-dog,,0.5
jay,the-devils-rejects,,4.0
jay,charlie-and-the-chocolate-factory,,3.0
jay,the-adventures-of-sharkboy-and-lavagirl,,1.5
jay,batman-begins,,3.0
jay,a-history-of-violence,,3.0
jay,star-wars-episode-iii-revenge-of-the-sith,,2.0
jay,house-of-wax-2005,,2.0
jay,the-descent,,4.0
jay,grizzly-man,,3.5
jay,wolf-creek,,1.5
jay,oceans-twelve,,3.0
jay,the-spongebob-squarepants-movie,,4.0
jay,the-polar-express,,2.0
jay,layer-cake,,3.5
jay,hotel-rwanda,,3.5
jay,shark-tale,,2.5
jay,birth-2004,,4.0
jay,mysterious-skin,,4.5
jay,avp-alien-vs-predator,,3.0
jay,the-princess-diaries-2-royal-engagement,,2.5
jay,collateral,,4.5
jay,catwoman,,1.0
jay,a-cinderella-story,,1.5
jay,spider-man-2,,4.5
jay,white-chicks,,3.0
jay,calvaire,,3.5
jay,shrek-2,,3.5
jay,the-football-factory,,2.5
jay,shaun-of-the-dead,,4.0
jay,scooby-doo-2-monsters-unleashed,,1.5
jay,dawn-of-the-dead-2004,,2.5
jay,eternal-sunshine-of-the-spotless-mind,,4.0
jay,starsky-hutch,,3.0
jay,saw,,4.5
jay,the-lord-of-the-rings-the-return-of-the-king,,5.0
jay,oldboy,,5.0
jay,the-cat-in-the-hat-2003,,1.0
jay,elf,,2.5
jay,love-actually,,2.0
jay,lost-in-translation,,3.0
jay,freddy-vs-jason,,3.0
jay,seabiscuit,,3.0
jay,legally-blonde-2-red-white-blonde,,2.5
jay,the-room,,1.0
jay,charlies-angels-full-throttle,,2.0
jay,wrong-turn,,2.0
jay,dogville,,4.0
jay,elephant-2003,,3.0
jay,memories-of-murder,,4.0
jay,x2,,2.5
jay,house-of-1000-corpses,,3.0
jay,daredevil,,1.5
jay,final-destination-2,,2.5
jay,the-lord-of-the-rings-the-two-towers,,4.0
jay,catch-me-if-you-can-2002,,4.0
jay,the-hours,,4.0
jay,chicago,,4.0
jay,gangs-of-new-york-2002,,3.5
jay,adaptation,,4.0
jay,jackass-the-movie,,3.0
jay,28-days-later,,4.0
jay,red-dragon,,3.0
jay,cabin-fever,,3.0
jay,swimfan,,3.0
jay,austin-powers-in-goldmember,,1.5
jay,the-cat-returns,,3.5
jay,morvern-callar,,4.0
jay,punch-drunk-love,,4.0
jay,city-of-god,,4.0
jay,star-wars-episode-ii-attack-of-the-clones,,1.5
jay,insomnia-2002,,3.0
jay,femme-fatale,,4.0
jay,spider-man,,4.0
jay,bend-it-like-beckham,,3.0
jay,secretary,,3.5
jay,the-lord-of-the-rings-the-fellowship-of-the-ring,,4.5
jay,oceans-eleven-2001,,4.0
jay,harry-potter-and-the-philosophers-stone,,3.0
jay,the-royal-tenenbaums,,4.0
jay,zoolander,,3.5
jay,ichi-the-killer,,4.0
jay,training-day,,3.0
jay,the-princess-diaries,,3.5
jay,the-others,,3.5
jay,jason-x,,0.5
jay,spirited-away,,4.5
jay,y-tu-mama-tambien,,4.5
jay,mulholland-drive,,4.5
jay,the-piano-teacher,,4.5
jay,moulin-rouge-2001,,4.0
jay,amelie,,3.5
jay,shrek,,3.5
jay,bridget-joness-diary,,3.0
jay,battle-royale,,4.5
jay,what-women-want,,1.0
jay,the-emperors-new-groove,,3.5
jay,how-the-grinch-stole-christmas-2000,,3.0
jay,charlies-angels,,2.5
jay,hellraiser-inferno,,2.0
jay,bamboozled,,4.0
jay,sexy-beast,,4.5
jay,almost-famous,,3.5
jay,best-in-show,,3.5
jay,memento,,4.0
jay,snatch,,3.5
jay,hollow-man,,3.0
jay,x-men,,2.5
jay,chicken-run,,4.0
jay,in-the-mood-for-love,,4.5
jay,crouching-tiger-hidden-dragon,,4.0
jay,mission-impossible-ii,,3.5
jay,cecil-b-demented,,4.0
jay,requiem-for-a-dream,,3.0
jay,gladiator-2000,,3.5
jay,final-destination,,3.5
jay,cut,,2.0
jay,barking-dogs-never-bite,,4.0
jay,scream-3,,2.5
jay,chuck-buck,,3.5
jay,american-psycho,,4.0
jay,magnolia,,4.0
jay,girl-interrupted,,3.5
jay,the-green-mile,,4.0
jay,bringing-out-the-dead,,3.0
jay,audition,,4.0
jay,but-im-a-cheerleader,,4.0
jay,fight-club,,3.5
jay,beau-travail,,4.0
jay,being-john-malkovich,,3.5
jay,deep-blue-sea,,2.5
jay,eyes-wide-shut,,4.5
jay,drop-dead-gorgeous,,4.0
jay,austin-powers-the-spy-who-shagged-me,,3.0
jay,the-straight-story,,4.0
jay,the-virgin-suicides,,3.5
jay,star-wars-episode-i-the-phantom-menace,,1.0
jay,the-limey,,4.0
jay,ratcatcher,,4.0
jay,election,,3.5
jay,10-things-i-hate-about-you,,3.5
jay,the-matrix,,5.0
jay,cruel-intentions,,4.0
jay,existenz,,3.5
jay,shes-all-that,,2.5
jay,youve-got-mail,,3.0
jay,bride-of-chucky,,3.0
jay,armageddon,,3.5
jay,the-truman-show,,4.0
jay,the-celebration,,4.5
jay,happiness,,4.0
jay,deep-impact,,3.0
jay,buffalo-66,,2.0
jay,the-big-lebowski,,3.5
jay,spice-world,,4.0
jay,scream-2,,3.5
jay,jackie-brown,,4.0
jay,good-will-hunting,,4.0
jay,starship-troopers,,4.5
jay,titanic-1997,,4.5
jay,the-devils-advocate,,2.5
jay,boogie-nights,,4.5
jay,cube,,3.0
jay,gummo,,4.5
jay,event-horizon,,2.5
jay,princess-mononoke,,4.0
jay,face-off,,5.0
jay,speed-2-cruise-control,,1.5
jay,batman-robin,,2.5
jay,con-air,,3.0
jay,funny-games,,4.0
jay,austin-powers-international-man-of-mystery,,3.5
jay,romy-and-micheles-high-school-reunion,,4.0
jay,lost-highway,,4.0
jay,scream,,4.0
jay,jerry-maguire,,3.0
jay,jingle-all-the-way,,3.0
jay,romeo-juliet-1996,,3.5
jay,bound,,4.0
jay,the-rock,,3.0
jay,mission-impossible,,3.5
jay,crash,,5.0
jay,secrets-lies,,4.5
jay,twister,,3.5
jay,the-craft,,3.0
jay,james-and-the-giant-peach,,3.0
jay,fargo,,3.5
jay,trainspotting,,4.0
jay,muppet-treasure-island,,3.0
jay,broken-arrow-1996,,3.5
jay,hard-eight,,3.5
jay,from-dusk-till-dawn,,3.5
jay,twelve-monkeys,,3.0
jay,heat-1995,,4.0
jay,casino,,4.0
jay,forgotten-silver,,3.5
jay,halloween-the-curse-of-michael-myers,,1.5
jay,empire-records,,3.5
jay,showgirls,,3.5
jay,se7en,,5.0
jay,fallen-angels,,4.5
jay,the-net,,2.5
jay,clueless,,4.0
jay,la-haine,,4.0
jay,to-die-for,,3.5
jay,billy-madison,,2.5
jay,the-doom-generation,,4.0
jay,the-usual-suspects,,2.0
jay,safe,,3.5
jay,before-sunrise,,4.5
jay,little-women-1994,,3.5
jay,the-santa-clause,,3.0
jay,interview-with-the-vampire,,3.5
jay,the-puppet-masters,,1.0
jay,the-shawshank-redemption,,4.0
jay,natural-born-killers,,3.5
jay,in-the-mouth-of-madness,,4.5
jay,the-mask-1994,,3.0
jay,chungking-express,,4.0
jay,true-lies,,3.0
jay,speed,,3.5
jay,pulp-fiction,,4.0
jay,the-adventures-of-priscilla-queen-of-the-desert,,4.0
jay,serial-mom,,4.0
jay,death-wish-v-the-face-of-death,,1.5
jay,mrs-doubtfire,,3.0
jay,carlitos-way,,4.5
jay,the-remains-of-the-day,,4.0
jay,the-nightmare-before-christmas,,4.0
jay,true-romance,,3.0
jay,the-age-of-innocence,,4.0
jay,hocus-pocus,,3.5
jay,sleepless-in-seattle,,2.5
jay,the-firm-1993,,2.5
jay,jurassic-park,,4.5
jay,dazed-and-confused,,4.0
jay,cliffhanger,,4.0
jay,the-piano,,3.5
jay,naked,,4.5
jay,hard-target,,3.5
jay,falling-down,,3.5
jay,groundhog-day,,3.0
jay,leprechaun,,2.5
jay,scent-of-a-woman,,3.0
jay,the-muppet-christmas-carol,,4.0
jay,a-few-good-men,,4.0
jay,malcolm-x-1992,,4.0
jay,home-alone-2-lost-in-new-york,,3.0
jay,army-of-darkness,,4.5
jay,candyman,,4.0
jay,death-becomes-her,,4.0
jay,braindead-1992,,4.5
jay,alien-3,,2.0
jay,bad-lieutenant,,3.5
jay,strictly-ballroom,,3.0
jay,hard-boiled,,4.5
jay,the-player,,3.5
jay,basic-instinct,,4.0
jay,reservoir-dogs,,4.0
jay,naked-lunch,,3.0
jay,samurai-cop,,1.5
jay,the-addams-family,,3.5
jay,cape-fear-1991,,3.5
jay,point-break,,4.0
jay,terminator-2-judgment-day,,5.0
jay,thelma-louise,,4.0
jay,boyz-n-the-hood,,4.0
jay,hearts-of-darkness-a-filmmakers-apocalypse,,4.0
jay,my-own-private-idaho,,4.0
jay,the-silence-of-the-lambs,,4.5
jay,kindergarten-cop,,2.0
jay,misery,,4.0
jay,predator-2,,2.5
jay,it-1990,,2.5
jay,home-alone,,4.0
jay,goodfellas,,4.5
jay,days-of-thunder,,3.0
jay,total-recall,,4.0
jay,king-of-new-york,,4.0
jay,wild-at-heart,,3.5
jay,central-park-1990,,4.0
jay,tremors,,3.5
jay,elves,,1.0
jay,the-cook-the-thief-his-wife-her-lover,,4.5
jay,uncle-buck,,3.0
jay,kikis-delivery-service,,4.0
jay,friday-the-13th-part-viii-jason-takes-manhattan,,1.5
jay,when-harry-met-sally,,5.0
jay,dead-poets-society,,4.0
jay,tetsuo-the-iron-man,,3.0
jay,do-the-right-thing,,4.0
jay,society,,3.5
jay,pet-sematary,,3.0
jay,heathers,,4.0
jay,sex-lies-and-videotape,,4.0
jay,rain-man,,3.0
jay,mississippi-burning,,3.0
jay,the-naked-gun-from-the-files-of-police-squad,,3.5
jay,scrooged,,3.5
jay,they-live,,4.0
jay,cinema-paradiso,,4.0
jay,the-lair-of-the-white-worm,,4.0
jay,hellbound-hellraiser-ii,,2.5
jay,dead-ringers,,4.0
jay,die-hard,,4.0
jay,akira,,3.5
jay,the-last-temptation-of-christ,,3.5
jay,killer-klowns-from-outer-space,,3.0
jay,my-neighbor-totoro,,4.0
jay,beetlejuice,,3.0
jay,hairspray,,4.0
jay,broadcast-news,,4.0
jay,bad-taste,,3.0
jay,moonstruck,,3.5
jay,prince-of-darkness,,3.0
jay,the-princess-bride,,4.0
jay,hellraiser,,3.5
jay,the-lost-boys,,4.0
jay,robocop,,4.0
jay,full-metal-jacket,,4.0
jay,death-wish-4-the-crackdown,,2.0
jay,the-untouchables,,3.5
jay,dirty-dancing,,4.0
jay,withnail-i,,4.5
jay,evil-dead-ii,,4.5
jay,from-beyond,,4.0
jay,the-color-of-money,,4.5
jay,blue-velvet,,4.5
jay,the-fly-1986,,4.0
jay,shes-gotta-have-it,,3.0
jay,stand-by-me,,3.5
jay,aliens,,5.0
jay,top-gun,,2.5
jay,clue,,4.0
jay,tampopo,,4.5
jay,to-live-and-die-in-la,,4.5
jay,a-nightmare-on-elm-street-part-2-freddys-revenge,,3.5
jay,death-wish-3,,2.5
jay,re-animator,,4.0
jay,commando,,2.5
jay,after-hours,,4.0
jay,legend,,3.0
jay,my-beautiful-laundrette,,4.0
jay,come-and-see,,4.5
jay,day-of-the-dead,,4.0
jay,return-to-oz,,3.5
jay,ran,,4.5
jay,the-stuff,,2.5
jay,silent-night-deadly-night,,4.0
jay,a-nightmare-on-elm-street,,4.0
jay,the-terminator,,4.0
jay,body-double,,4.0
jay,threads,,4.5
jay,gremlins,,4.0
jay,ghostbusters,,4.0
jay,paris-texas,,4.5
jay,stop-making-sense,,4.0
jay,razorback,,2.0
jay,this-is-spinal-tap,,3.5
jay,the-store,,4.0
jay,christine-1983,,3.5
jay,scarface-1983,,4.0
jay,the-dead-zone,,2.0
jay,risky-business,,2.0
jay,return-of-the-jedi,,3.5
jay,the-outsiders,,3.5
jay,videodrome,,4.0
jay,the-king-of-comedy,,4.0
jay,first-blood,,3.0
jay,blade-runner,,3.0
jay,the-thing,,5.0
jay,et-the-extra-terrestrial,,4.0
jay,poltergeist,,3.5
jay,death-wish-ii,,1.5
jay,mad-max-2,,4.0
jay,the-evil-dead,,4.0
jay,an-american-werewolf-in-london,,4.0
jay,blow-out,,4.5
jay,raiders-of-the-lost-ark,,4.5
jay,possession,,4.5
jay,friday-the-13th-part-2,,2.5
jay,escape-from-new-york,,3.5
jay,thief,,4.0
jay,the-howling,,3.0
jay,scanners,,3.0
jay,altered-states,,3.5
jay,raging-bull,,4.0
jay,the-elephant-man,,4.0
jay,dressed-to-kill-1980,,3.0
jay,prom-night,,2.5
jay,the-shining,,5.0
jay,the-empire-strikes-back,,5.0
jay,friday-the-13th,,3.0
jay,cruising,,3.5
jay,the-fog,,3.0
jay,all-that-jazz,,4.5
jay,kramer-vs-kramer,,4.0
jay,the-brood,,3.5
jay,alien,,5.0
jay,apocalypse-now,,4.5
jay,hardcore,,3.5
jay,the-warriors,,4.0
jay,invasion-of-the-body-snatchers-1978,,4.0
jay,the-deer-hunter,,4.0
jay,halloween-1978,,5.0
jay,days-of-heaven,,4.0
jay,girlfriends-1978,,3.5
jay,piranha,,3.5
jay,jaws-2,,2.0
jay,grease,,3.0
jay,the-shout,,4.0
jay,opening-night,,4.0
jay,house,,4.0
jay,sorcerer,,4.5
jay,the-hills-have-eyes,,3.0
jay,the-duellists,,4.0
jay,star-wars,,4.0
jay,eraserhead,,4.5
jay,suspiria,,4.0
jay,mikey-and-nicky,,4.0
jay,rocky,,2.5
jay,network,,4.0
jay,carrie-1976,,4.5
jay,harlan-county-usa,,4.0
jay,the-omen,,3.5
jay,all-the-presidents-men,,4.0
jay,taxi-driver,,4.0
jay,barry-lyndon,,4.5
jay,salo-or-the-120-days-of-sodom,,3.5
jay,one-flew-over-the-cuckoos-nest,,4.0
jay,dog-day-afternoon,,4.5
jay,the-rocky-horror-picture-show,,4.0
jay,picnic-at-hanging-rock,,4.0
jay,jaws,,4.0
jay,nashville,,5.0
jay,the-amusement-park,,3.5
jay,jeanne-dielman-23-quai-du-commerce-1080-bruxelles,,4.0
jay,shivers,,2.5
jay,monty-python-and-the-holy-grail,,3.5
jay,the-godfather-part-ii,,4.5
jay,a-woman-under-the-influence,,4.5
jay,black-christmas,,4.0
jay,italianamerican,,4.0
jay,the-taking-of-pelham-one-two-three,,4.0
jay,death-wish,,2.5
jay,chinatown,,4.0
jay,the-parallax-view,,4.0
jay,the-conversation,,4.5
jay,pendas-fen,,3.0
jay,zardoz,,2.0
jay,the-exorcist,,4.0
jay,the-wicker-man,,4.5
jay,serpico,,4.0
jay,badlands,,3.5
jay,dont-look-now,,4.0
jay,mean-streets,,3.0
jay,american-graffiti,,3.5
jay,paper-moon,,4.5
jay,the-long-goodbye,,4.5
jay,omer-the-tourist-in-star-trek,,3.0
jay,deliverance,,3.0
jay,pink-flamingos,,4.0
jay,the-godfather,,4.5
jay,cabaret,,4.5
jay,duel,,4.5
jay,a-clockwork-orange,,4.5
jay,the-french-connection,,4.0
jay,the-last-picture-show,,4.0
jay,the-devils,,4.5
jay,klute,,4.0
jay,wake-in-fright,,4.5
jay,thx-1138,,3.5
jay,get-carter,,4.0
jay,deep-end,,4.0
jay,hi-mom,,3.0
jay,they-shoot-horses-dont-they,,4.0
jay,kes,,4.0
jay,women-in-love,,4.5
jay,midnight-cowboy,,4.5
jay,the-swimming-pool,,3.0
jay,chitty-chitty-bang-bang,,3.5
jay,targets,,4.0
jay,rosemarys-baby,,4.5
jay,boom-1968,,3.0
jay,2001-a-space-odyssey,,4.5
jay,the-graduate,,4.0
jay,point-blank,,4.0
jay,bonnie-and-clyde,,4.0
jay,blow-up,,3.0
jay,persona,,4.0
jay,the-umbrellas-of-cherbourg,,4.0
jay,dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,,4.0
jay,the-birds,,4.0
jay,cleo-from-5-to-7,,4.0
lilfilm,the-florida-project,,1.0
theneedledrop,a-quiet-place-part-ii,,4.0
theneedledrop,sound-of-metal,,4.0
theneedledrop,marriage-story-2019,,4.5
theneedledrop,john-wick-chapter-2,,4.0
theneedledrop,john-wick,,3.0
theneedledrop,whiplash-2014,,5.0
theneedledrop,the-wolf-of-wall-street,,0.5
theneedledrop,we-need-to-talk-about-kevin,,4.5
theneedledrop,blue-valentine,,3.5
theneedledrop,death-proof,,5.0
theneedledrop,eternal-sunshine-of-the-spotless-mind,,5.0
theneedledrop,napoleon-dynamite,,4.0
theneedledrop,adaptation,,5.0
theneedledrop,the-truman-show,,5.0
theneedledrop,fargo,,3.5
theneedledrop,reservoir-dogs,,4.0
theneedledrop,pixel,,5.0
theneedledrop,taxi-driver,,3.5
fcbarcelona,28-years-later-the-bone-temple,,3.5
fcbarcelona,stranger-things-5-the-finale,,1.0
fcbarcelona,marty-supreme,,3.0
fcbarcelona,black-phone-2,,2.0
fcbarcelona,a-big-bold-beautiful-journey,,1.0
fcbarcelona,one-battle-after-another,,3.0
fcbarcelona,frankenstein-2025,,3.5
fcbarcelona,caught-stealing,,3.0
fcbarcelona,weapons-2025,,3.5
fcbarcelona,the-fantastic-4-first-steps,,2.5
fcbarcelona,superman-2025,,3.5
fcbarcelona,f1,,3.5
fcbarcelona,ballerina-2025,,2.5
fcbarcelona,karate-kid-legends,,1.0
fcbarcelona,thunderbolts,,2.5
fcbarcelona,sinners-2025,,3.0
fcbarcelona,death-of-a-unicorn,,1.0
fcbarcelona,last-breath-2025,,2.0
fcbarcelona,mickey-17,,2.5
fcbarcelona,oh-hi,,2.0
fcbarcelona,together-2025,,3.0
fcbarcelona,dont-move-2024,,2.0
fcbarcelona,gladiator-ii,,2.5
fcbarcelona,heretic-2024,,3.0
fcbarcelona,friendship-2024,,2.0
fcbarcelona,speak-no-evil-2024,,3.0
fcbarcelona,wolfs,,3.0
fcbarcelona,conclave,,3.0
fcbarcelona,beetlejuice-beetlejuice,,2.5
fcbarcelona,incoming-2024,,1.5
fcbarcelona,alien-romulus,,3.5
fcbarcelona,blink-twice,,3.0
fcbarcelona,deadpool-wolverine,,2.5
fcbarcelona,trap-2024,,1.0
fcbarcelona,longlegs,,3.0
fcbarcelona,a-family-affair-2024-1,,1.0
fcbarcelona,anora,,3.5
fcbarcelona,the-substance,,3.5
fcbarcelona,furiosa-a-mad-max-saga,,3.5
fcbarcelona,the-fall-guy-2024,,2.0
fcbarcelona,road-house-2024,,1.0
fcbarcelona,cuckoo-2024,,2.0
fcbarcelona,dune-part-two,,5.0
fcbarcelona,my-old-ass,,3.5
fcbarcelona,a-real-pain,,3.5
fcbarcelona,anyone-but-you,,2.5
fcbarcelona,the-iron-claw-2023,,3.0
