username,movie_title,film_slug,film_id,rating,genre_1,genre_2,genre_3,genre_4,genre_5
jay,Drive My Car,drive-my-car,,4.0,Drama,,,,
jay,Benedetta,benedetta,,4.0,Drama,Romance,History,,
jay,After Yang,after-yang,,4.0,Drama,Science Fiction,,,
jay,The Worst Person in the World,the-worst-person-in-the-world,,4.5,Drama,Romance,Comedy,,
jay,Cow,cow-2021,,3.5,Documentary,,,,
jay,The Souvenir: Part II,the-souvenir-part-ii,,2.5,Drama,Romance,,,
jay,Fear Street: 1978,fear-street-1978,,3.5,Horror,Mystery,,,
jay,The Velvet Underground,the-velvet-underground-2021,,3.5,Music,Documentary,,,
jay,Space Jam: A New Legacy,space-jam-a-new-legacy,,1.0,Animation,Adventure,Comedy,Family,Science Fiction
jay,Boiling Point,boiling-point-2021,,4.0,Drama,Thriller,,,
jay,Escape Room: Tournament of Champions,escape-room-tournament-of-champions,,2.0,Thriller,Mystery,Horror,,
jay,Black Widow,black-widow-2021,,2.5,Action,Adventure,Science Fiction,,
jay,Fear Street: 1994,fear-street-1994,,3.5,Horror,Mystery,,,
jay,No Sudden Move,no-sudden-move,,3.0,Thriller,Crime,,,
jay,Luca,luca-2021,,3.0,Fantasy,Comedy,Drama,Family,Animation
jay,In the Heights,in-the-heights,,2.0,Romance,Drama,,,
jay,The Conjuring: The Devil Made Me Do It,the-conjuring-the-devil-made-me-do-it,,2.5,Thriller,Horror,Mystery,,
jay,Cruella,cruella,,3.0,Drama,Comedy,Crime,,
jay,The Woman in the Window,the-woman-in-the-window-2021,,2.0,Crime,Thriller,Mystery,,
jay,Oxygen,oxygen-2021,,3.5,Horror,Thriller,Science Fiction,,
jay,Spiral: From the Book of Saw,spiral-from-the-book-of-saw,,2.5,Horror,Mystery,,,
jay,Wrath of Man,wrath-of-man,,3.0,Thriller,Drama,Crime,,
jay,Army of the Dead,army-of-the-dead-2021,,2.5,Horror,Action,Crime,,
jay,Bad Trip,bad-trip-2021,,2.5,Comedy,,,,
jay,Godzilla vs. Kong,godzilla-vs-kong,,2.5,Science Fiction,Adventure,Action,,
jay,Charli XCX: Alone Together,charli-xcx-alone-together,,3.0,Documentary,Music,,,
jay,Nobody,nobody-2021,,3.5,Action,Thriller,,,
jay,Zack Snyder's Justice League,zack-snyders-justice-league,,2.5,Action,Fantasy,Adventure,,
jay,The Feast,the-feast-2021,,2.5,Thriller,Horror,,,
jay,YES DAY,yes-day,,2.0,Comedy,Family,,,
jay,Barb & Star Go to Vista Del Mar,barb-star-go-to-vista-del-mar,,3.5,Comedy,,,,
jay,Passing,passing-2021,,3.0,Drama,,,,
jay,Pleasure,pleasure-2021,,4.0,Drama,,,,
jay,A Glitch in the Matrix,a-glitch-in-the-matrix-2021,,2.5,Documentary,,,,
jay,CODA,coda-2021,,2.5,Drama,Music,Romance,,
jay,Malcolm & Marie,malcolm-marie,,2.5,Drama,Romance,,,
jay,Censor,censor-2021,,3.5,Horror,Mystery,,,
jay,Wrong Turn,wrong-turn-2021,,2.5,Thriller,Horror,,,
jay,The Dig,the-dig-2021,,3.0,Drama,History,,,
jay,Death to 2020,death-to-2020,,1.5,Comedy,,,,
jay,Wonder Woman 1984,wonder-woman-1984,,1.5,Action,Adventure,Fantasy,,
jay,The Midnight Sky,the-midnight-sky,,2.0,Drama,Science Fiction,,,
jay,The Prom,the-prom-2020,,2.0,Comedy,Romance,,,
jay,Lovers Rock,lovers-rock-2020,,4.0,Drama,Romance,,,
jay,Ma Rainey's Black Bottom,ma-raineys-black-bottom,,3.5,Music,Drama,,,
jay,Happiest Season,happiest-season,,3.0,Romance,Comedy,,,
jay,Mank,mank,,3.5,History,Drama,,,
jay,Hillbilly Elegy,hillbilly-elegy,,1.0,Drama,,,,
jay,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,borat-subsequent-moviefilm-delivery-of-prodigious,,3.5,Comedy,,,,
jay,Roald Dahl's The Witches,roald-dahls-the-witches,,2.0,Comedy,Horror,Fantasy,Family,
jay,Soul,soul-2020,,4.0,Music,Drama,Family,Animation,Fantasy
jay,Run,run-2020,,3.0,Thriller,Horror,Drama,,
jay,Hubie Halloween,hubie-halloween,,1.5,Horror,Mystery,Comedy,,
jay,"Red, White and Blue",red-white-and-blue-2020,,3.5,Drama,,,,
jay,David Attenborough: A Life on Our Planet,david-attenborough-a-life-on-our-planet,,3.0,Documentary,Drama,,,
jay,The Trial of the Chicago 7,the-trial-of-the-chicago-7,,3.0,History,Drama,,,
jay,Enola Holmes,enola-holmes,,3.0,Mystery,Crime,Adventure,,
jay,On the Rocks,on-the-rocks-2020,,2.5,Romance,Comedy,Drama,,
jay,I Care a Lot,i-care-a-lot,,2.5,Drama,Crime,Thriller,Comedy,
jay,After Love,after-love-2020,,4.0,Drama,,,,
jay,Nomadland,nomadland,,3.5,Drama,,,,
jay,Ammonite,ammonite,,2.5,Romance,Drama,,,
jay,The Devil All the Time,the-devil-all-the-time,,2.5,Crime,Drama,Thriller,,
jay,Mainstream,mainstream-2020,,2.5,Comedy,Drama,,,
jay,Pieces of a Woman,pieces-of-a-woman,,3.0,Drama,,,,
jay,Antebellum,antebellum,,1.5,Horror,,,,
jay,I'm Thinking of Ending Things,im-thinking-of-ending-things,,4.0,Fantasy,Thriller,Mystery,Drama,
jay,Class Action Park,class-action-park,,3.5,Documentary,,,,
jay,Tenet,tenet,,3.0,Science Fiction,Action,Thriller,,
jay,PVT Chat,pvt-chat,,3.0,Drama,,,,
jay,Shithouse,shithouse,,3.5,Comedy,Romance,Drama,,
jay,An American Pickle,an-american-pickle,,3.0,Comedy,Drama,,,
jay,The Kissing Booth 2,the-kissing-booth-2,,0.5,Comedy,Romance,,,
jay,Follow Me,follow-me-2020,,1.0,Horror,Thriller,,,
jay,Eurovision Song Contest: The Story of Fire Saga,eurovision-song-contest-the-story-of-fire-saga,,1.5,Music,Comedy,,,
jay,Da 5 Bloods,da-5-bloods,,3.5,War,Drama,,,
jay,Freeze,freeze-2020,,3.5,,,,,
jay,Capone,capone-2020,,2.5,Drama,Crime,,,
jay,Tigertail,tigertail,,3.0,Drama,,,,
jay,Shiva Baby,shiva-baby-2020,,4.5,Comedy,Drama,,,
jay,The Hunt,the-hunt-2020,,1.0,Thriller,Action,Horror,,
jay,The Invisible Man,the-invisible-man-2020,,3.5,Science Fiction,Horror,Thriller,,
jay,Brahms: The Boy II,brahms-the-boy-ii,,1.5,Horror,Thriller,Mystery,,
jay,Emma.,emma-2020,,3.5,Romance,Comedy,,,
jay,The Father,the-father-2020,,4.0,Drama,,,,
jay,Some Kind of Heaven,some-kind-of-heaven,,4.0,Documentary,,,,
jay,Surge,surge-2020,,3.5,Thriller,,,,
jay,Palm Springs,palm-springs-2020,,3.5,Romance,Science Fiction,Comedy,,
jay,Promising Young Woman,promising-young-woman,,2.5,Crime,Drama,Thriller,,
jay,Possessor,possessor,,4.0,Thriller,Horror,Science Fiction,,
jay,Sonic the Hedgehog,sonic-the-hedgehog,,2.5,Comedy,Family,Science Fiction,Action,
jay,Spree,spree-2020,,3.0,Horror,Thriller,Comedy,Crime,
jay,Miss Americana,miss-americana,,3.5,Music,Documentary,,,
jay,Cats,cats-2019,,1.5,Comedy,Drama,Fantasy,,
jay,Star Wars: The Rise of Skywalker,star-wars-the-rise-of-skywalker,,2.0,Adventure,Action,Science Fiction,,
jay,Little Women,little-women-2019,,4.0,Drama,Romance,,,
jay,Last Christmas,last-christmas-2019,,2.0,Comedy,Drama,Romance,,
jay,Let It Snow,let-it-snow-2019,,2.0,Romance,Comedy,,,
jay,Klaus,klaus,,3.5,Animation,Family,Comedy,,
jay,Doctor Sleep,doctor-sleep,,3.5,Horror,Fantasy,,,
jay,El Camino: A Breaking Bad Movie,el-camino-a-breaking-bad-movie,,3.5,Crime,Drama,Thriller,,
jay,Zombieland: Double Tap,zombieland-double-tap,,2.0,Horror,Comedy,,,
jay,The Irishman,the-irishman-2019,,4.0,History,Drama,Crime,,
jay,Tall Girl,tall-girl,,0.5,Comedy,Drama,Romance,,
jay,Guns Akimbo,guns-akimbo,,1.5,Comedy,Crime,Thriller,Action,
jay,Saint Maud,saint-maud,,4.0,Horror,Thriller,Mystery,,
jay,Bad Education,bad-education-2019,,3.5,History,Crime,Drama,,
jay,Two of Us,two-of-us-2019,,3.5,Drama,Romance,,,
jay,Color Out of Space,color-out-of-space,,3.5,Mystery,Science Fiction,Thriller,Horror,
jay,Knives Out,knives-out-2019,,4.0,Mystery,Comedy,Crime,,
jay,A Beautiful Day in the Neighborhood,a-beautiful-day-in-the-neighborhood,,3.0,History,Family,Drama,,
jay,The Platform,the-platform,,3.5,Thriller,Drama,Science Fiction,,
jay,Hustlers,hustlers-2019,,3.5,Comedy,Crime,Drama,,
jay,The Personal History of David Copperfield,the-personal-history-of-david-copperfield,,3.5,Comedy,,,,
jay,Babyteeth,babyteeth,,4.0,Drama,Romance,Comedy,,
jay,The King,the-king-2019,,3.0,War,Drama,History,,
jay,The Laundromat,the-laundromat-2019,,1.5,Drama,Comedy,Crime,,
jay,The Two Popes,the-two-popes,,2.0,Drama,History,,,
jay,First Cow,first-cow,,4.0,Western,Drama,,,
jay,Waves,waves-2019,,2.5,Romance,Drama,,,
jay,Ford v Ferrari,ford-v-ferrari,,3.0,Drama,Action,History,,
jay,Uncut Gems,uncut-gems,,5.0,Crime,Thriller,Drama,,
jay,Marriage Story,marriage-story-2019,,5.0,Drama,,,,
jay,Ad Astra,ad-astra-2019,,3.0,Science Fiction,Drama,,,
jay,It Chapter Two,it-chapter-two,,1.5,Drama,Thriller,Horror,,
jay,Ready or Not,ready-or-not-2019,,3.5,Horror,Comedy,,,
jay,Bad Assistant,bad-assistant,,3.5,,,,,
jay,Fast & Furious Presents: Hobbs & Shaw,fast-furious-presents-hobbs-shaw,,3.0,Adventure,Action,Comedy,,
jay,Daughter,daughter-2019,,3.0,Animation,Drama,,,
jay,The Fabric of You,the-fabric-of-you,,3.0,Romance,Animation,Drama,Horror,
jay,Anima,anima-2019,,3.5,Music,,,,
jay,Spider-Man: Far From Home,spider-man-far-from-home,,3.0,Science Fiction,Adventure,Action,,
jay,Child's Play,childs-play-2019,,2.5,Science Fiction,Horror,,,
jay,Midsommar,midsommar,,4.0,Mystery,Drama,Horror,,
jay,Sequin in a Blue Room,sequin-in-a-blue-room,,3.5,Thriller,Drama,,,
jay,Chasing Happiness,jonas-brothers-chasing-happiness,,2.5,Music,Documentary,,,
jay,Always Be My Maybe,always-be-my-maybe-2019,,3.0,Romance,Comedy,,,
jay,Ma,ma-2019,,2.0,Horror,Thriller,,,
jay,Murder Mystery,murder-mystery,,1.0,Comedy,Mystery,,,
jay,Matthias & Maxime,matthias-maxime,,4.0,Romance,Drama,,,
jay,Parasite,parasite-2019,,5.0,Thriller,Comedy,Drama,,
jay,Once Upon a Time... in Hollywood,once-upon-a-time-in-hollywood,,2.5,Thriller,Drama,Comedy,,
jay,Portrait of a Lady on Fire,portrait-of-a-lady-on-fire,,4.0,Drama,Romance,,,
jay,The Lighthouse,the-lighthouse-2019,,5.0,Thriller,Fantasy,Horror,Drama,
jay,Rocketman,rocketman-2019,,3.0,Drama,Music,,,
jay,John Wick: Chapter 3 – Parabellum,john-wick-chapter-3-parabellum,,3.5,Action,Crime,Thriller,,
jay,Wine Country,wine-country,,2.0,Comedy,,,,
jay,Yesterday,yesterday-2019,,2.0,Comedy,Fantasy,Romance,Music,
jay,Tolkien,tolkien-2019,,2.0,Romance,War,Drama,,
jay,Pokémon Detective Pikachu,pokemon-detective-pikachu,,3.0,Action,Fantasy,Adventure,,
jay,The Kill Team,the-kill-team-2019,,2.5,Drama,Action,War,,
jay,Avengers: Endgame,avengers-endgame,,2.5,Science Fiction,Action,Adventure,,
jay,HOMECOMING: A film by Beyoncé,homecoming-a-film-by-beyonce,,4.0,Music,Documentary,,,
jay,The Perfect Date,the-perfect-date-2019,,2.0,Romance,Comedy,,,
jay,After,after-2019,,1.0,Romance,Drama,,,
jay,Hellboy,hellboy-2019,,1.0,Action,Fantasy,Adventure,Horror,
jay,The Silence,the-silence-2019,,1.5,Horror,Thriller,Drama,Fantasy,
jay,Five Feet Apart,five-feet-apart,,2.0,Romance,Drama,,,
jay,Dumbo,dumbo-2019,,2.5,Family,Adventure,Fantasy,,
jay,Booksmart,booksmart,,3.0,Comedy,,,,
jay,The Peanut Butter Falcon,the-peanut-butter-falcon,,3.0,Drama,Adventure,Comedy,,
jay,Long Shot,long-shot-2019,,3.5,Romance,Comedy,,,
jay,Us,us-2019,,3.0,Horror,Mystery,,,
jay,Triple Frontier,triple-frontier,,3.0,Action,Adventure,Thriller,Crime,
jay,Happy Death Day 2U,happy-death-day-2u,,3.0,Comedy,Horror,Science Fiction,,
jay,Isn't It Romantic,isnt-it-romantic-2019,,2.0,Romance,Comedy,Fantasy,,
jay,Alita: Battle Angel,alita-battle-angel,,2.5,Adventure,Science Fiction,Action,,
jay,The Souvenir,the-souvenir,,2.0,Drama,Romance,,,
jay,Velvet Buzzsaw,velvet-buzzsaw,,2.0,Thriller,Mystery,Horror,,
jay,Wounds,wounds,,1.0,Horror,Mystery,,,
jay,The Last Black Man in San Francisco,the-last-black-man-in-san-francisco,,4.0,Drama,,,,
jay,"Extremely Wicked, Shockingly Evil and Vile",extremely-wicked-shockingly-evil-and-vile,,2.5,Drama,Crime,,,
jay,The Hole in the Ground,the-hole-in-the-ground-2019,,3.0,Horror,,,,
jay,The Lodge,the-lodge-2019,,3.5,Horror,Thriller,Mystery,Drama,
jay,Honey Boy,honey-boy,,4.0,Drama,,,,
jay,Polar,polar-2019,,1.0,Drama,Action,Crime,,
jay,Serenity,serenity-2019,,1.0,Drama,Thriller,Mystery,,
jay,Fyre,fyre-2019,,3.0,Documentary,,,,
jay,Glass,glass-2019,,2.5,Science Fiction,Drama,Thriller,,
jay,Escape Room,escape-room-2019,,2.5,Thriller,Mystery,Horror,,
jay,Holmes & Watson,holmes-watson,,0.5,Crime,Mystery,Comedy,,
jay,Welcome to Marwen,welcome-to-marwen,,1.5,Comedy,Drama,,,
jay,Vice,vice-2018,,2.5,Drama,Comedy,,,
jay,Dumplin',dumplin,,3.5,Drama,Comedy,,,
jay,Spider-Man: Into the Spider-Verse,spider-man-into-the-spider-verse,,4.0,Adventure,Animation,Action,Science Fiction,
jay,Aquaman,aquaman-2018,,2.0,Fantasy,Action,Adventure,,
jay,Mary Queen of Scots,mary-queen-of-scots-2018,,2.0,Drama,History,,,
jay,Dragon Ball Super: Broly,dragon-ball-super-broly,,3.5,Science Fiction,Animation,Action,,
jay,Creed II,creed-ii,,3.5,Drama,Action,,,
jay,Bird Box,bird-box,,3.0,Thriller,Drama,Horror,,
jay,The Grinch,the-grinch,,2.0,Fantasy,Animation,Comedy,Family,
jay,The Nutcracker and the Four Realms,the-nutcracker-and-the-four-realms,,1.5,Fantasy,Family,Adventure,,
jay,The Princess Switch,the-princess-switch,,1.0,Comedy,Romance,,,
jay,Bohemian Rhapsody,bohemian-rhapsody,,1.5,Music,Drama,,,
jay,Venom,venom-2018,,2.0,Science Fiction,Action,,,
jay,Bad Times at the El Royale,bad-times-at-the-el-royale,,3.5,Crime,Mystery,Thriller,,
jay,Apostle,apostle-2018,,3.5,Mystery,Horror,,,
jay,Johnny English Strikes Again,johnny-english-strikes-again,,2.0,Comedy,Adventure,Action,,
jay,Hold the Dark,hold-the-dark,,3.0,Thriller,Crime,Mystery,,
jay,Green Book,green-book,,2.5,Drama,History,Comedy,,
jay,The Death & Life of John F. Donovan,the-death-life-of-john-f-donovan,,2.5,Drama,,,,
jay,Slice,slice-2018,,1.5,Horror,Comedy,,,
jay,If Beale Street Could Talk,if-beale-street-could-talk,,4.0,Drama,Romance,,,
jay,Widows,widows-2018,,4.0,Crime,Thriller,Drama,,
jay,Life Itself,life-itself-2018,,1.0,Drama,Romance,,,
jay,Halloween,halloween-2018,,3.0,Thriller,Horror,,,
jay,Sierra Burgess Is a Loser,sierra-burgess-is-a-loser,,2.0,Drama,Romance,Comedy,,
jay,The Predator,the-predator,,2.0,Science Fiction,Thriller,Action,,
jay,Vox Lux,vox-lux,,4.0,Music,Drama,,,
jay,At Eternity's Gate,at-eternitys-gate,,3.5,History,Drama,,,
jay,Suspiria,suspiria-2018,,4.0,Horror,Mystery,Drama,,
jay,The Quake,the-quake,,2.5,Drama,Thriller,Action,,
jay,A Star Is Born,a-star-is-born-2018,,3.5,Music,Romance,Drama,,
jay,The Front Runner,the-front-runner,,2.0,Drama,History,,,
jay,The Ballad of Buster Scruggs,the-ballad-of-buster-scruggs,,3.5,Western,Drama,Comedy,,
jay,Roma,roma-2018,,4.5,Drama,,,,
jay,The Favourite,the-favourite,,5.0,Drama,Comedy,History,,
jay,First Man,first-man,,3.5,History,Drama,,,
jay,Skin,skin-2018-1,,0.5,Drama,,,,
jay,To All the Boys I've Loved Before,to-all-the-boys-ive-loved-before,,3.0,Comedy,Romance,,,
jay,The Package,the-package-2018,,1.5,Comedy,,,,
jay,Billionaire Boys Club,billionaire-boys-club-2018,,1.5,Drama,,,,
jay,Mission: Impossible – Fallout,mission-impossible-fallout,,4.5,Action,Adventure,,,
jay,Mamma Mia! Here We Go Again,mamma-mia-here-we-go-again,,3.5,Comedy,Romance,,,
jay,Tau,tau-2018,,2.5,Thriller,Horror,Science Fiction,,
jay,Sicario: Day of the Soldado,sicario-day-of-the-soldado,,2.0,Thriller,Crime,Action,,
jay,Jurassic World: Fallen Kingdom,jurassic-world-fallen-kingdom,,2.5,Adventure,Science Fiction,Thriller,,
jay,Ocean's Eight,oceans-eight,,3.0,Crime,Action,Comedy,,
jay,Tag,tag-2018,,2.0,Action,Comedy,,,
jay,Slender Man,slender-man,,0.5,Horror,Thriller,Mystery,,
jay,Under the Silver Lake,under-the-silver-lake,,2.5,Mystery,Crime,Drama,,
jay,BlacKkKlansman,blackkklansman,,4.0,Drama,History,Crime,Comedy,
jay,Climax,climax-2018,,4.5,Horror,Drama,Thriller,Music,
jay,Fahrenheit 451,fahrenheit-451-2018,,2.0,Drama,Thriller,Science Fiction,,
jay,The Kissing Booth,the-kissing-booth,,0.5,Comedy,Romance,,,
jay,Anon,anon,,1.5,Mystery,Thriller,Science Fiction,Crime,
jay,Avengers: Infinity War,avengers-infinity-war,,3.0,Action,Science Fiction,Adventure,,
jay,Truth or Dare,truth-or-dare-2018,,1.0,Thriller,Horror,,,
jay,The Guernsey Literary & Potato Peel Pie Society,the-guernsey-literary-potato-peel-pie-society,,2.5,History,Drama,Romance,,
jay,Ideal Home,ideal-home,,3.0,Drama,Comedy,,,
jay,Shiva Baby,shiva-baby,,3.0,Drama,Comedy,,,
jay,Ready Player One,ready-player-one,,3.0,Science Fiction,Adventure,Action,,
jay,Unfriended: Dark Web,unfriended-dark-web,,2.5,Horror,Mystery,,,
jay,A Quiet Place,a-quiet-place-2018,,3.0,Drama,Science Fiction,Horror,,
jay,The Strangers: Prey at Night,the-strangers-prey-at-night,,2.5,Horror,Thriller,,,
jay,A Wrinkle in Time,a-wrinkle-in-time-2018,,2.0,Family,Fantasy,Adventure,Science Fiction,
jay,Mute,mute-2018,,1.0,Thriller,Science Fiction,Mystery,,
jay,Unsane,unsane,,3.5,Horror,Thriller,,,
jay,Irreplaceable You,irreplaceable-you,,2.5,Drama,Comedy,Romance,,
jay,Game Night,game-night,,3.5,Mystery,Comedy,Crime,,
jay,Isle of Dogs,isle-of-dogs-2018,,4.0,Comedy,Animation,Adventure,,
jay,Hellraiser: Judgment,hellraiser-judgment,,1.0,Thriller,Horror,,,
jay,Annihilation,annihilation,,3.5,Science Fiction,Horror,,,
jay,When We First Met,when-we-first-met,,1.5,Fantasy,Romance,Comedy,,
jay,The 15:17 to Paris,the-1517-to-paris,,1.0,Drama,Thriller,,,
jay,The Cloverfield Paradox,the-cloverfield-paradox,,2.5,Horror,Science Fiction,Mystery,,
jay,Black Panther,black-panther,,2.5,Adventure,Science Fiction,Action,,
jay,Tully,tully-2018,,3.5,Drama,Comedy,,,
jay,Skate Kitchen,skate-kitchen,,3.5,Drama,Comedy,,,
jay,Hereditary,hereditary,,4.5,Thriller,Horror,Mystery,,
jay,Sorry to Bother You,sorry-to-bother-you,,3.5,Fantasy,Science Fiction,Comedy,,
jay,Wildlife,wildlife-2018,,3.5,Drama,,,,
jay,Eighth Grade,eighth-grade,,4.0,Drama,Comedy,,,
jay,"Juliet, Naked",juliet-naked,,3.0,Drama,Comedy,Romance,,
jay,The Open House,the-open-house,,1.0,Horror,Thriller,,,
jay,Fauve,fauve,,3.5,Drama,,,,
jay,Searching,searching-2018,,3.0,Drama,Thriller,Mystery,,
jay,Maze Runner: The Death Cure,maze-runner-the-death-cure,,3.0,Action,Science Fiction,Adventure,Thriller,
jay,Insidious: The Last Key,insidious-the-last-key,,2.5,Horror,Thriller,,,
jay,Bright,bright,,1.5,Fantasy,Thriller,Action,,
jay,Phantom Thread,phantom-thread,,4.5,Drama,Romance,,,
jay,Star Wars: The Last Jedi,star-wars-the-last-jedi,,3.0,Adventure,Action,Science Fiction,,
jay,The Greatest Showman,the-greatest-showman,,1.5,Drama,,,,
jay,Wonder,wonder-2017,,3.0,Drama,Family,,,
jay,Marguerite,marguerite-2017,,3.5,Drama,,,,
jay,Paddington 2,paddington-2,,4.0,Comedy,Family,Adventure,,
jay,Murder on the Orient Express,murder-on-the-orient-express-2017,,2.5,Mystery,Drama,Crime,,
jay,Justice League,justice-league,,2.0,Adventure,Action,Science Fiction,,
jay,Jigsaw,jigsaw-2017,,2.0,Horror,Mystery,,,
jay,Coco,coco-2017,,4.0,Adventure,Animation,Music,Family,
jay,The Man Who Invented Christmas,the-man-who-invented-christmas,,2.5,History,Family,Drama,Comedy,
jay,Happy Death Day,happy-death-day,,2.0,Horror,Mystery,Comedy,,
jay,Blade Runner 2049,blade-runner-2049,,4.0,Science Fiction,Drama,,,
jay,Thor: Ragnarok,thor-ragnarok,,3.0,Comedy,Science Fiction,Action,,
jay,SPF-18,spf-18,,0.5,Drama,Romance,,,
jay,Kingsman: The Golden Circle,kingsman-the-golden-circle,,2.5,Crime,Action,Adventure,Comedy,
jay,Unicorn Store,unicorn-store,,3.0,Fantasy,Comedy,Drama,,
jay,Revenge,revenge-2017,,3.5,Horror,Action,Thriller,Drama,
jay,Mom and Dad,mom-and-dad-2017,,1.5,Horror,Comedy,Thriller,,
jay,The Death of Stalin,the-death-of-stalin,,3.5,Drama,Comedy,History,,
jay,9/11,9-11-2017,,0.5,Drama,Thriller,,,
jay,mother!,mother-2017,,3.5,Drama,Horror,,,
jay,It,it-2017,,3.0,Drama,Thriller,Horror,,
jay,"Three Billboards Outside Ebbing, Missouri",three-billboards-outside-ebbing-missouri,,3.5,Crime,Drama,,,
jay,Victoria & Abdul,victoria-abdul,,2.0,Drama,History,,,
jay,Lean on Pete,lean-on-pete,,3.5,Drama,Adventure,,,
jay,Lady Bird,lady-bird,,4.0,Comedy,Drama,,,
jay,Darkest Hour,darkest-hour,,3.0,Drama,History,,,
jay,First Reformed,first-reformed,,4.0,Drama,,,,
jay,The Shape of Water,the-shape-of-water,,4.0,Fantasy,Drama,Romance,,
jay,Leatherface,leatherface,,1.5,Horror,Crime,Drama,Thriller,
jay,The Snowman,the-snowman-2017,,1.0,Crime,Thriller,Mystery,Horror,
jay,Death Note,death-note-2017,,0.5,Crime,Fantasy,Horror,,
jay,Victor Crowley,victor-crowley,,1.5,Horror,Comedy,,,
jay,The Silent Child,the-silent-child,,3.0,Drama,,,,
jay,Logan Lucky,logan-lucky,,4.0,Crime,Comedy,Action,Drama,
jay,The Dark Tower,the-dark-tower,,2.0,Fantasy,Science Fiction,Action,,
jay,Dunkirk,dunkirk-2017,,3.0,Action,Drama,War,,
jay,Tour de Pharmacy,tour-de-pharmacy,,4.0,TV Movie,Comedy,,,
jay,Spider-Man: Homecoming,spider-man-homecoming,,3.0,Action,Adventure,Science Fiction,,
jay,Escape Room,escape-room-2017,,1.0,Horror,Thriller,,,
jay,Annabelle: Creation,annabelle-creation,,1.5,Horror,,,,
jay,Transformers: The Last Knight,transformers-the-last-knight,,1.0,Action,Science Fiction,Adventure,,
jay,The Book of Henry,the-book-of-henry,,1.0,Mystery,Drama,Thriller,,
jay,You Were Never Really Here,you-were-never-really-here,,4.5,Drama,Thriller,Crime,,
jay,Good Time,good-time,,4.0,Drama,Crime,Thriller,,
jay,The Beguiled,the-beguiled-2017,,3.0,Drama,,,,
jay,Pirates of the Caribbean: Dead Men Tell No Tales,pirates-of-the-caribbean-dead-men-tell-no-tales,,1.0,Action,Fantasy,Adventure,,
jay,The Killing of a Sacred Deer,the-killing-of-a-sacred-deer,,4.0,Mystery,Drama,Thriller,,
jay,The Mummy,the-mummy-2017,,1.5,Action,Horror,Fantasy,Adventure,Thriller
jay,How to Talk to Girls at Parties,how-to-talk-to-girls-at-parties,,2.5,Science Fiction,Romance,Music,Comedy,
jay,Okja,okja,,3.5,Drama,Science Fiction,Adventure,,
jay,Baywatch,baywatch,,1.0,Action,Crime,Comedy,,
jay,Alien: Covenant,alien-covenant,,3.0,Horror,Science Fiction,,,
jay,The Circle,the-circle-2017,,1.5,Science Fiction,Thriller,Drama,,
jay,Guardians of the Galaxy Vol. 2,guardians-of-the-galaxy-vol-2,,2.5,Action,Science Fiction,Adventure,,
jay,The Fate of the Furious,the-fate-of-the-furious,,2.0,Crime,Thriller,Action,,
jay,Gifted,gifted-2017,,2.5,Comedy,Drama,,,
jay,Power Rangers,power-rangers,,2.0,Adventure,Action,Science Fiction,,
jay,Life,life-2017,,2.5,Science Fiction,Horror,Mystery,,
jay,Mayhem,mayhem-2017,,3.0,Comedy,Action,Horror,,
jay,The Boss Baby,the-boss-baby,,1.5,Animation,Comedy,Family,,
jay,The Disaster Artist,the-disaster-artist,,3.5,Drama,Comedy,,,
jay,Atomic Blonde,atomic-blonde,,3.5,Thriller,Action,,,
jay,Baby Driver,baby-driver,,3.0,Crime,Action,,,
jay,Song to Song,song-to-song,,1.5,Drama,Romance,,,
jay,Amy Schumer: The Leather Special,amy-schumer-the-leather-special,,0.5,Comedy,,,,
jay,Beauty and the Beast,beauty-and-the-beast-2017,,2.0,Fantasy,Family,Romance,,
jay,Logan,logan-2017,,4.0,Drama,Science Fiction,Action,,
jay,The Lego Batman Movie,the-lego-batman-movie,,3.0,Comedy,Animation,Family,Action,
jay,Rings,rings-2017,,0.5,Horror,,,,
jay,John Wick: Chapter 2,john-wick-chapter-2,,3.5,Crime,Action,Thriller,,
jay,The Robbery,the-robbery,,3.0,Comedy,Action,,,
jay,78/52,78-52,,3.5,Documentary,,,,
jay,Marjorie Prime,marjorie-prime,,2.5,Science Fiction,Mystery,Drama,,
jay,Get Out,get-out-2017,,4.0,Horror,Mystery,Thriller,,
jay,Call Me by Your Name,call-me-by-your-name,,4.0,Romance,Drama,,,
jay,T2 Trainspotting,t2-trainspotting,,2.5,Crime,Comedy,Drama,,
jay,A Ghost Story,a-ghost-story-2017,,4.0,Fantasy,Drama,Romance,,
jay,The Big Sick,the-big-sick,,3.5,Comedy,Romance,Drama,,
jay,Ingrid Goes West,ingrid-goes-west,,3.5,Comedy,Drama,,,
jay,The Bye Bye Man,the-bye-bye-man,,0.5,Thriller,Horror,,,
jay,Eloise,eloise-2016,,1.0,Mystery,Horror,Thriller,,
jay,Assassin's Creed,assassins-creed,,1.5,Action,Science Fiction,Adventure,,
jay,Rogue One: A Star Wars Story,rogue-one-a-star-wars-story,,2.5,Adventure,Action,Science Fiction,,
jay,Silence,silence,,3.0,History,Drama,,,
jay,Fantastic Beasts and Where to Find Them,fantastic-beasts-and-where-to-find-them,,2.5,Fantasy,Adventure,,,
